Year,Current,2022,2021
Market Capitalization,113,349,342
Market Cap Growth,-,2.12%,-
Enterprise Value,113,349,342
PE Ratio,23.53,23.57,51.06
PB Ratio,-230.58,-230.58,-15.63
P/FCF Ratio,-699.95,-699.95,-162.32
P/OCF Ratio,-699.95,-699.95,-162.32
EV/EBITDA Ratio,7.65,23.61,51.12
EV/EBIT Ratio,7.65,23.61,51.12
EV/FCF Ratio,-701.12,-701.12,-162.52
Debt / Equity Ratio,-0.44,-0.44,-0.02
Debt / EBITDA Ratio,0.05,0.05,0.07
Debt / FCF Ratio,-1.34,-1.34,-0.21
Current Ratio,0.07,0.07,0.02
Return on Equity (ROE),-104.30%,-104.30%,-94.30%
Return on Assets (ROA),5.30%,5.30%,2.40%
Return on Capital (ROIC),5.40%,5.40%,2.40%
Earnings Yield,13.14%,4.24%,1.96%
FCF Yield,-0.44%,-0.14%,-0.62%
Buyback Yield / Dilution,-9.87%,-9.87%,-
Total Shareholder Return,-9.87%,-9.87%,-
