Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2001
Market Capitalization,"11,109","12,804","11,521","15,481","20,116","20,922","19,578","14,899","9,185","15,118","12,057",Upgrade
Market Cap Growth,-,11.13%,-25.58%,-23.04%,-3.85%,6.86%,31.40%,62.21%,-39.24%,25.39%,-9.44%,Upgrade
Enterprise Value,"12,556","14,250","13,707","19,430","22,184","24,593","24,234","21,582","14,018","16,058","11,962",Upgrade
PE Ratio,8.76,10.50,12.82,160.66,15.61,17.86,15.55,14.21,10.13,18.87,21.92,Upgrade
PS Ratio,2.85,3.28,3.52,7.90,5.48,6.26,5.80,4.54,3.03,4.85,4.35,Upgrade
PB Ratio,1.46,1.68,1.74,2.23,2.54,2.98,2.93,2.54,1.94,3.22,2.85,Upgrade
P/FCF Ratio,-34.51,-34.51,11.90,4.43,9.73,-196.54,6.69,-32.89,-21.08,70.69,12.45,Upgrade
P/OCF Ratio,-42.87,-42.87,11.57,4.39,9.60,-282.76,6.69,-36.53,-23.81,49.01,10.47,Upgrade
EV/Sales Ratio,3.22,3.66,4.18,9.91,6.05,7.36,7.18,6.58,4.63,5.15,4.31,Upgrade
EV/EBITDA Ratio,6.42,7.28,9.21,76.54,11.28,14.07,13.32,13.90,10.19,12.63,12.66,Upgrade
EV/EBIT Ratio,7.08,8.03,10.43,295.25,12.47,15.19,14.36,15.09,11.14,14.26,14.46,Upgrade
EV/FCF Ratio,-38.41,-38.41,14.15,5.56,10.74,-231.03,8.28,-47.64,-32.17,75.08,12.35,Upgrade
Debt / Equity Ratio,1.37,1.37,1.81,2.04,1.25,1.45,1.76,1.99,2.41,1.75,1.82,Upgrade
Debt / EBITDA Ratio,5.34,5.34,8.09,55.78,5.04,5.83,6.49,7.50,8.29,6.46,8.14,Upgrade
Debt / FCF Ratio,-28.15,-28.15,12.43,4.05,4.80,-95.74,4.03,-25.71,-26.16,38.42,7.94,Upgrade
Asset Turnover,0.06,0.06,0.05,0.03,0.07,0.07,0.07,0.07,0.07,0.08,0.07,Upgrade
Return on Equity (ROE),16.70%,16.70%,13.90%,1.40%,17.00%,17.50%,19.80%,19.60%,20.50%,18.50%,13.70%,Upgrade
Return on Assets (ROA),1.90%,1.90%,1.50%,0.20%,2.30%,2.30%,2.50%,2.30%,2.10%,1.90%,1.40%,Upgrade
Return on Capital (ROIC),2.80%,2.80%,2.10%,0.10%,3.10%,3.00%,3.00%,2.80%,2.80%,2.70%,2.20%,Upgrade
Earnings Yield,10.97%,9.52%,7.80%,0.62%,6.41%,5.60%,6.43%,7.04%,9.87%,5.30%,4.56%,Upgrade
FCF Yield,-3.34%,-2.90%,8.41%,22.58%,10.27%,-0.51%,14.95%,-3.04%,-4.74%,1.41%,8.03%,Upgrade
Dividend Yield,11.13%,2.84%,4.10%,5.28%,3.96%,1.98%,4.34%,1.47%,2.25%,2.37%,2.03%,Upgrade
Payout Ratio,25.10%,25.10%,44.20%,713.20%,52.10%,29.80%,56.80%,17.60%,19.20%,37.70%,36.20%,Upgrade
Buyback Yield / Dilution,-,-,-,-,-,-,-,-,3.75%,-,Upgrade,
Total Shareholder Return,11.13%,2.84%,4.10%,5.28%,3.96%,1.98%,4.34%,1.47%,2.25%,6.13%,2.03%,Upgrade
