Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,"2,065","3,035","3,320","2,564","3,033","2,718","3,408","3,000","2,538","2,040","2,113",Upgrade
Market Cap Growth,-,-8.57%,29.46%,-15.45%,11.56%,-20.24%,13.60%,18.22%,24.43%,-3.49%,37.40%,Upgrade
Enterprise Value,"1,472","2,535","1,071","1,483","3,329","2,878","3,623","2,664","2,674","2,423","2,936",Upgrade
PE Ratio,5.53,8.42,11.13,11.21,10.87,10.00,19.36,17.13,15.75,14.80,18.63,Upgrade
PS Ratio,2.57,3.91,4.97,4.77,4.84,4.51,6.38,6.43,5.99,5.18,5.45,Upgrade
PB Ratio,0.81,1.23,1.36,1.06,1.32,1.28,1.73,1.64,1.45,1.27,1.45,Upgrade
P/FCF Ratio,4.13,6.54,10.04,8.16,7.09,8.24,13.56,12.99,14.60,14.04,19.41,Upgrade
P/OCF Ratio,4.11,6.49,9.93,8.01,6.97,8.08,13.69,12.80,14.36,13.59,18.36,Upgrade
EV/Sales Ratio,1.83,3.27,1.60,2.76,5.31,4.78,6.78,5.71,6.31,6.15,7.57,Upgrade
EV/EBITDA Ratio,2.89,5.15,2.69,5.48,9.13,8.34,11.86,10.67,11.69,10.64,14.33,Upgrade
EV/EBIT Ratio,3.01,5.36,2.81,5.84,9.53,8.52,12.15,11.00,12.09,11.02,15.17,Upgrade
EV/FCF Ratio,2.95,5.46,3.24,4.72,7.78,8.72,14.42,11.54,15.39,16.68,26.96,Upgrade
Debt / Equity Ratio,0.21,0.27,0.08,0.14,0.39,0.36,0.38,0.46,0.49,0.65,1.02,Upgrade
Debt / EBITDA Ratio,1.06,1.34,0.51,1.26,2.44,2.20,2.47,3.40,3.73,4.61,7.29,Upgrade
Debt / FCF Ratio,1.08,1.43,0.61,1.08,2.08,2.30,3.00,3.68,4.91,7.22,13.72,Upgrade
Asset Turnover,0.04,0.04,0.03,0.03,0.04,0.04,0.04,0.03,0.03,0.03,0.04,Upgrade
Return on Equity (ROE),15.50%,14.80%,12.10%,9.70%,12.50%,13.10%,9.10%,9.80%,9.50%,8.90%,7.60%,Upgrade
Return on Assets (ROA),1.80%,1.70%,1.50%,1.20%,1.60%,1.70%,1.20%,1.30%,1.30%,1.20%,1.10%,Upgrade
Return on Capital (ROIC),2.40%,2.30%,2.20%,1.40%,2.00%,2.10%,2.00%,1.80%,1.80%,1.90%,1.70%,Upgrade
Earnings Yield,18.48%,11.88%,8.99%,8.92%,9.20%,10.00%,5.17%,5.84%,6.35%,6.76%,5.37%,Upgrade
FCF Yield,24.20%,15.29%,9.96%,12.25%,14.11%,12.13%,7.37%,7.70%,6.85%,7.12%,5.15%,Upgrade
Dividend Yield,4.77%,3.35%,3.01%,3.86%,3.28%,3.09%,2.07%,2.00%,1.79%,1.14%,0.30%,Upgrade
Payout Ratio,26.30%,28.00%,33.30%,43.10%,35.50%,30.70%,39.70%,33.90%,28.00%,16.80%,5.60%,Upgrade
Buyback Yield / Dilution,3.72%,4.97%,1.51%,0.59%,1.67%,-0.74%,-1.35%,1.68%,-1.48%,-1.22%,-0.53%,Upgrade
Total Shareholder Return,8.49%,8.32%,4.52%,4.44%,4.95%,2.35%,0.72%,3.68%,0.31%,-0.09%,-0.23%,Upgrade
