Year,Current,2022,2021
Market Capitalization,254,249,251
Market Cap Growth,-,-0.97%,-
Enterprise Value,254,248,249
PE Ratio,-508.70,-508.70,-255.54
PB Ratio,-35.82,-35.82,-55.91
P/FCF Ratio,-140.43,-140.43,-212.61
P/OCF Ratio,-140.43,-140.43,-212.61
EV/EBITDA Ratio,3377.53,3304.32,-253.65
EV/EBIT Ratio,3377.53,3304.32,-253.65
EV/FCF Ratio,-140.16,-140.16,-211.04
Current Ratio,1.89,1.89,3.49
Return on Equity (ROE),7.40%,7.40%,-
Return on Assets (ROA),-0.20%,-0.20%,-
Earnings Yield,-0.19%,-0.20%,-0.39%
FCF Yield,-0.70%,-0.71%,-0.47%
Buyback Yield / Dilution,-130.06%,-130.06%,-
Total Shareholder Return,-130.06%,-130.06%,-
