Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,"7,351","4,009","5,678","4,894","5,618","4,614","6,367","7,749","7,914","7,082","7,429",Upgrade
Market Cap Growth,-,-29.40%,16.01%,-12.88%,21.75%,-27.54%,-17.83%,-2.09%,11.75%,-4.66%,29.14%,Upgrade
Enterprise Value,"6,461","23,309","20,029","19,297","19,719","17,347","16,753","20,865","23,125","20,745","21,889",Upgrade
PE Ratio,2.67,6.50,10.09,10.24,15.52,11.84,14.42,15.64,-167.83,14.59,15.62,Upgrade
PS Ratio,2.02,2.66,4.22,4.45,5.43,4.18,4.86,5.42,12.49,5.21,5.48,Upgrade
PB Ratio,0.68,0.45,0.81,0.72,0.84,0.69,0.94,1.26,1.33,1.23,1.30,Upgrade
P/FCF Ratio,1.90,3.92,19.85,14.61,10.82,8.70,4.90,11.54,-17.39,10.91,5.55,Upgrade
P/OCF Ratio,1.90,3.91,19.58,14.65,11.01,8.54,4.80,10.25,-18.82,9.80,5.40,Upgrade
EV/Sales Ratio,1.77,15.44,14.87,17.56,19.07,15.71,12.79,14.60,36.48,15.25,16.16,Upgrade
EV/EBITDA Ratio,2.42,27.45,24.22,31.53,35.85,29.40,23.89,25.68,-242.98,25.64,27.67,Upgrade
EV/EBIT Ratio,2.46,28.22,24.85,32.82,37.70,31.11,25.07,26.85,-175.17,26.83,29.30,Upgrade
EV/FCF Ratio,1.67,22.78,70.03,57.60,37.99,32.70,12.90,31.07,-50.80,31.97,16.35,Upgrade
Debt / Equity Ratio,1.98,2.42,2.35,2.39,2.21,2.13,1.90,2.23,2.65,2.46,2.63,Upgrade
Debt / EBITDA Ratio,8.00,25.13,20.03,26.72,26.99,24.08,18.42,16.83,-165.47,17.58,19.10,Upgrade
Debt / FCF Ratio,5.53,20.85,57.91,48.81,28.60,26.78,9.94,20.36,-34.59,21.92,11.28,Upgrade
Asset Turnover,0.04,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.01,0.03,0.03,Upgrade
Return on Equity (ROE),29.80%,8.40%,8.10%,7.10%,5.40%,5.80%,6.60%,8.20%,-0.80%,8.40%,8.30%,Upgrade
Return on Assets (ROA),2.90%,0.90%,1.00%,0.90%,0.70%,0.80%,0.90%,1.00%,-0.10%,1.00%,1.10%,Upgrade
Return on Capital (ROIC),2.80%,1.00%,1.20%,0.90%,0.80%,0.90%,1.20%,1.30%,-0.20%,1.30%,1.30%,Upgrade
Earnings Yield,33.59%,15.39%,9.92%,9.77%,6.44%,8.44%,6.93%,6.39%,-0.60%,6.85%,6.40%,Upgrade
FCF Yield,52.55%,25.52%,5.04%,6.84%,9.24%,11.50%,20.40%,8.67%,-5.75%,9.16%,18.02%,Upgrade
Dividend Yield,6.68%,7.91%,5.57%,6.45%,5.66%,7.23%,5.22%,4.27%,6.13%,6.25%,5.93%,Upgrade
Payout Ratio,17.80%,54.00%,56.70%,66.70%,88.30%,86.10%,75.60%,67.30%,-909.10%,91.70%,92.60%,Upgrade
Buyback Yield / Dilution,-46.24%,-0.24%,-0.24%,0.74%,4.69%,-0.26%,-0.41%,-0.44%,-9.56%,-0.40%,-0.40%,Upgrade
Total Shareholder Return,-39.56%,7.67%,5.33%,7.18%,10.35%,6.96%,4.81%,3.84%,-3.43%,5.85%,5.54%,Upgrade
