Year,Current,2022,2021
Market Capitalization,120,269,258
Market Cap Growth,-,4.13%,-
Enterprise Value,119,268,256
PE Ratio,43.08,42.76,41.47
PB Ratio,-70.16,-70.16,-18.07
P/FCF Ratio,-393.90,-393.90,-222.74
P/OCF Ratio,-393.90,-393.90,-222.74
EV/EBITDA Ratio,18.89,42.60,41.19
EV/EBIT Ratio,18.89,42.60,41.19
EV/FCF Ratio,-392.38,-392.38,-221.26
Current Ratio,0.25,0.25,1.31
Return on Equity (ROE),-81.00%,-81.00%,-141.40%
Return on Assets (ROA),2.90%,2.90%,2.90%
Return on Capital (ROIC),3.00%,3.00%,2.90%
Earnings Yield,5.25%,2.34%,2.41%
FCF Yield,-0.57%,-0.25%,-0.45%
Buyback Yield / Dilution,-1.72%,-1.72%,-
Total Shareholder Return,-1.72%,-1.72%,-
