Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,331,428,540,305,400,376,395,430,237,257,211,Upgrade
Market Cap Growth,-,-20.78%,77.29%,-23.86%,6.37%,-4.72%,-8.17%,81.64%,-7.76%,21.65%,32.56%,Upgrade
Enterprise Value,202,247,192,147,466,429,444,405,254,286,205,Upgrade
PE Ratio,7.63,10.02,12.81,9.69,11.70,13.03,20.36,22.93,14.66,17.52,15.60,Upgrade
PS Ratio,1.98,2.60,3.42,2.26,3.06,3.17,3.53,4.38,2.63,3.05,2.77,Upgrade
PB Ratio,1.06,1.52,1.56,0.91,1.35,1.47,1.70,2.00,1.31,1.54,1.39,Upgrade
P/FCF Ratio,6.26,9.92,9.31,9.06,12.86,10.31,13.29,22.16,10.87,30.29,7.22,Upgrade
P/OCF Ratio,5.82,8.92,8.68,7.56,9.18,9.00,10.41,15.74,9.20,19.53,5.90,Upgrade
EV/Sales Ratio,1.21,1.50,1.21,1.09,3.55,3.61,3.97,4.12,2.82,3.40,2.68,Upgrade
EV/EBITDA Ratio,3.17,3.91,3.02,3.04,9.18,9.62,10.41,11.92,8.50,10.34,8.03,Upgrade
EV/EBIT Ratio,3.56,4.40,3.44,3.53,10.44,11.37,12.46,14.51,10.46,12.87,9.99,Upgrade
EV/FCF Ratio,3.83,5.73,3.30,4.37,14.96,11.74,14.94,20.87,11.65,33.78,7.01,Upgrade
Debt / Equity Ratio,0.28,0.31,0.25,0.29,0.44,0.45,0.45,0.12,0.38,0.42,0.31,Upgrade
Debt / EBITDA Ratio,1.36,1.37,1.39,1.98,2.55,2.59,2.43,0.75,2.29,2.52,1.86,Upgrade
Debt / FCF Ratio,1.64,2.01,1.52,2.85,4.15,3.16,3.49,1.31,3.14,8.23,1.62,Upgrade
Asset Turnover,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,Upgrade
Return on Equity (ROE),15.00%,14.90%,12.40%,9.80%,12.10%,12.00%,8.50%,9.00%,9.20%,9.10%,9.20%,Upgrade
Return on Assets (ROA),1.00%,1.00%,1.00%,0.80%,1.10%,1.00%,0.70%,0.80%,0.70%,0.80%,0.80%,Upgrade
Return on Capital (ROIC),1.30%,1.30%,1.40%,1.10%,1.40%,1.30%,1.30%,1.20%,1.10%,1.20%,1.20%,Upgrade
Earnings Yield,13.04%,9.98%,7.81%,10.32%,8.55%,7.68%,4.91%,4.36%,6.82%,5.71%,6.41%,Upgrade
FCF Yield,15.96%,10.09%,10.74%,11.04%,7.78%,9.70%,7.53%,4.51%,9.20%,3.30%,13.84%,Upgrade
Dividend Yield,3.21%,2.33%,1.65%,2.74%,1.89%,1.81%,1.59%,1.33%,2.19%,1.91%,2.17%,Upgrade
Payout Ratio,23.70%,23.20%,21.10%,26.50%,22.10%,23.50%,32.10%,30.40%,32.10%,33.10%,33.60%,Upgrade
Buyback Yield / Dilution,-0.61%,-0.82%,-1.11%,-0.76%,-0.68%,-0.85%,-5.55%,-6.25%,-1.77%,-2.60%,-3.00%,Upgrade
Total Shareholder Return,2.60%,1.51%,0.55%,1.98%,1.22%,0.96%,-3.95%,-4.92%,0.42%,-0.69%,-0.83%,Upgrade
