Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,496,551,446,412,511,396,389,344,263,271,204,Upgrade
Market Cap Growth,-,23.72%,8.15%,-19.35%,29.02%,1.73%,13.07%,30.80%,-2.86%,32.74%,4.19%,Upgrade
Enterprise Value,188,61,-501,-381,198,195,178,129,36,29,-174,Upgrade
PE Ratio,10.64,13.73,13.34,13.05,16.58,15.10,35.83,29.30,28.87,29.26,33.76,Upgrade
PS Ratio,2.25,2.60,2.10,2.03,3.31,2.81,2.94,2.63,2.04,2.16,1.58,Upgrade
PB Ratio,1.21,1.40,1.16,1.28,1.56,1.31,1.37,1.25,0.96,0.99,0.74,Upgrade
P/FCF Ratio,7.42,10.16,4.02,-7.06,10.23,11.94,11.19,18.94,9.06,13.52,6.35,Upgrade
P/OCF Ratio,7.22,9.10,3.84,-8.48,9.51,11.43,10.04,15.22,7.79,10.77,5.86,Upgrade
EV/Sales Ratio,0.85,0.29,-2.37,-1.88,1.28,1.38,1.34,0.98,0.28,0.23,-1.34,Upgrade
EV/EBITDA Ratio,2.83,1.05,-9.84,-7.77,4.22,5.40,6.01,5.23,1.81,1.68,-11.91,Upgrade
EV/EBIT Ratio,3.21,1.21,-11.60,-9.11,4.86,6.58,7.72,7.31,2.69,2.68,-21.78,Upgrade
EV/FCF Ratio,2.81,1.12,-4.53,6.53,3.97,5.88,5.12,7.08,1.26,1.46,-5.40,Upgrade
Debt / Equity Ratio,0.19,0.28,0.23,0.42,0.20,0.25,0.26,0.29,0.55,0.53,0.55,Upgrade
Debt / EBITDA Ratio,1.20,1.90,1.73,2.77,1.40,2.08,2.51,3.27,7.55,8.22,10.45,Upgrade
Debt / FCF Ratio,1.20,2.03,0.80,-2.32,1.32,2.26,2.14,4.43,5.24,7.16,4.73,Upgrade
Asset Turnover,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,Upgrade
Return on Equity (ROE),12.00%,10.60%,9.60%,9.50%,9.70%,8.90%,3.80%,4.30%,3.30%,3.30%,2.40%,Upgrade
Return on Assets (ROA),1.10%,0.90%,0.80%,0.90%,1.00%,0.90%,0.40%,0.40%,0.30%,0.40%,0.20%,Upgrade
Return on Capital (ROIC),1.50%,1.40%,1.40%,1.40%,1.50%,1.10%,0.90%,0.70%,0.60%,0.50%,0.40%,Upgrade
Earnings Yield,9.40%,7.28%,7.49%,7.66%,6.03%,6.62%,2.79%,3.41%,3.46%,3.42%,2.96%,Upgrade
FCF Yield,13.47%,9.84%,24.85%,-14.16%,9.77%,8.38%,8.94%,5.28%,11.04%,7.40%,15.76%,Upgrade
Dividend Yield,2.33%,2.03%,2.35%,2.33%,1.58%,1.38%,1.05%,0.84%,0.86%,0.58%,-,Upgrade
Payout Ratio,24.70%,27.80%,31.30%,30.30%,26.10%,20.80%,37.50%,24.60%,24.50%,17.00%,0.00%,Upgrade
Buyback Yield / Dilution,-0.58%,-0.54%,-0.42%,0.03%,1.44%,-0.35%,0.28%,1.48%,0.97%,-0.51%,-1.04%,Upgrade
Total Shareholder Return,1.75%,1.49%,1.93%,2.36%,3.02%,1.03%,1.33%,2.33%,1.83%,0.07%,-1.04%,Upgrade
