Year,Current,2022,2021
Market Capitalization,392,385,-
Enterprise Value,392,384,0
PE Ratio,261.75,248.02,-
PB Ratio,-34.18,-34.18,-
P/FCF Ratio,-186.91,-186.91,-
P/OCF Ratio,-186.91,-186.91,-
EV/EBITDA Ratio,178.84,175.48,-3.73
EV/EBIT Ratio,178.84,175.48,-3.73
EV/FCF Ratio,-186.76,-186.76,6.18
Debt / Equity Ratio,-,-,-18.19
Debt / EBITDA Ratio,-,-,-4.40
Debt / FCF Ratio,-,-,7.29
Current Ratio,0.04,0.04,0.08
Return on Equity (ROE),-12.30%,-12.30%,-
Return on Assets (ROA),0.50%,0.50%,-
Return on Capital (ROIC),0.80%,0.80%,-
Earnings Yield,0.40%,0.40%,-
FCF Yield,-0.52%,-0.54%,-
Buyback Yield / Dilution,-380.27%,-380.27%,-
Total Shareholder Return,-380.27%,-380.27%,-
