Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,"22,497","28,464","34,004","25,677","28,763","23,937","36,197","29,979","26,775","32,773","32,218",Upgrade
Market Cap Growth,-,-16.29%,32.43%,-10.73%,20.16%,-33.87%,20.74%,11.97%,-18.30%,1.72%,47.45%,Upgrade
Enterprise Value,"-49,343","-58,829","-60,807","-73,545","-29,054","-37,048","-17,531","-24,855","-32,020","-39,236","-13,808",Upgrade
PE Ratio,9.34,10.70,13.22,11.38,14.32,9.96,18.36,15.23,14.49,16.74,15.98,Upgrade
PS Ratio,1.83,2.34,2.83,2.19,2.45,1.97,3.21,2.94,2.58,3.19,3.27,Upgrade
PB Ratio,0.90,1.13,1.24,0.98,1.18,0.97,1.62,1.41,1.27,1.54,1.58,Upgrade
P/FCF Ratio,5.98,2.54,-4.52,8.64,5.80,2.50,5.74,17.88,-12.71,-33.17,-13.36,Upgrade
P/OCF Ratio,4.94,2.38,-5.07,7.27,5.05,2.35,5.22,13.09,-19.08,-58.42,-15.92,Upgrade
EV/Sales Ratio,-3.74,-4.84,-5.06,-6.28,-2.47,-3.05,-1.56,-2.44,-3.09,-3.82,-1.40,Upgrade
EV/EBITDA Ratio,-11.39,-14.24,-13.94,-18.33,-8.12,-9.53,-4.76,-9.32,-11.56,-13.77,-4.46,Upgrade
EV/EBIT Ratio,-14.49,-18.31,-19.94,-26.88,-11.72,-12.72,-6.24,-12.77,-14.78,-16.53,-5.25,Upgrade
EV/FCF Ratio,-12.22,-5.24,8.09,-24.75,-5.86,-3.87,-2.78,-14.82,15.20,39.71,5.72,Upgrade
Debt / Equity Ratio,0.81,0.73,0.55,0.81,0.59,0.62,0.70,0.82,0.84,1.10,1.05,Upgrade
Debt / EBITDA Ratio,5.00,4.42,3.48,5.29,4.04,3.93,4.24,6.53,6.41,8.20,6.94,Upgrade
Debt / FCF Ratio,5.37,1.63,-2.02,7.13,2.91,1.60,2.48,10.38,-8.43,-23.65,-8.89,Upgrade
Asset Turnover,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.04,0.04,0.04,0.04,Upgrade
Return on Equity (ROE),10.30%,10.30%,9.80%,9.00%,8.00%,10.20%,8.90%,9.10%,8.70%,9.20%,9.90%,Upgrade
Return on Assets (ROA),0.90%,0.90%,0.80%,0.70%,0.80%,1.00%,0.80%,0.80%,0.70%,0.70%,0.90%,Upgrade
Return on Capital (ROIC),1.50%,1.50%,1.40%,1.30%,1.40%,1.70%,1.60%,1.10%,1.10%,1.20%,1.40%,Upgrade
Earnings Yield,11.68%,9.35%,7.56%,8.79%,6.98%,10.04%,5.45%,6.56%,6.90%,5.97%,6.26%,Upgrade
FCF Yield,16.73%,39.42%,-22.12%,11.57%,17.24%,39.96%,17.41%,5.59%,-7.87%,-3.01%,-7.49%,Upgrade
Dividend Yield,3.66%,3.12%,2.29%,2.89%,2.57%,2.80%,1.68%,1.90%,2.04%,1.53%,1.47%,Upgrade
Payout Ratio,34.00%,33.00%,29.90%,32.50%,36.50%,27.60%,30.40%,28.60%,29.10%,25.10%,23.00%,Upgrade
Buyback Yield / Dilution,7.14%,-3.39%,-0.24%,4.43%,0.75%,0.98%,4.01%,4.24%,4.25%,5.09%,5.40%,Upgrade
Total Shareholder Return,10.83%,-0.27%,2.06%,7.32%,3.32%,3.78%,5.69%,6.14%,6.29%,6.61%,6.87%,Upgrade
