Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2011
Market Capitalization,"1,914","2,231","3,420","1,829","3,024","2,273","3,503","4,980","4,148","8,865",-,Upgrade
Market Cap Growth,-,-34.77%,86.96%,-39.50%,33.05%,-35.13%,-29.65%,20.04%,-53.20%,-,-,Upgrade
Enterprise Value,"62,263","64,320","76,820","82,237","89,441","95,952","108,640","114,829","126,219","143,025","141,603",Upgrade
PE Ratio,4.12,3.46,4.77,4.44,5.07,5.75,12.00,7.31,4.22,7.84,-,Upgrade
PS Ratio,1.31,1.35,1.56,1.20,1.70,1.45,1.97,2.38,1.63,3.03,-,Upgrade
PB Ratio,0.64,0.75,1.32,0.75,0.91,0.65,1.01,1.35,1.06,2.11,-,Upgrade
P/FCF Ratio,3.40,7.31,4.87,1.85,2.97,1.99,3.03,3.70,2.17,5.33,-,Upgrade
P/OCF Ratio,3.40,7.31,4.87,1.85,2.97,1.99,3.03,3.70,2.17,5.33,-,Upgrade
EV/Sales Ratio,42.94,38.79,34.93,53.86,50.16,61.04,60.97,54.81,49.65,48.86,44.06,Upgrade
EV/EBITDA Ratio,97.44,77.77,82.07,154.58,117.22,181.73,142.20,103.64,79.84,78.67,64.54,Upgrade
EV/EBIT Ratio,97.44,77.77,82.07,154.58,117.22,181.73,142.20,103.64,79.84,78.67,64.54,Upgrade
EV/FCF Ratio,111.38,210.88,109.43,83.32,87.77,84.17,93.82,85.25,66.08,85.95,70.80,Upgrade
Debt / Equity Ratio,21.35,22.47,29.64,34.50,27.04,28.12,31.78,31.01,32.59,33.24,26.69,Upgrade
Debt / EBITDA Ratio,98.81,80.89,82.24,157.79,118.21,187.39,143.70,103.52,80.58,76.75,68.57,Upgrade
Debt / FCF Ratio,112.95,219.33,109.66,85.05,88.52,86.79,94.80,85.15,66.70,83.85,75.22,Upgrade
Asset Turnover,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,Upgrade
Return on Equity (ROE),16.90%,22.00%,26.70%,18.60%,17.90%,10.80%,8.20%,18.30%,24.90%,25.20%,26.10%,Upgrade
Return on Assets (ROA),0.70%,0.90%,0.90%,0.50%,0.60%,0.40%,0.20%,0.50%,0.70%,0.80%,0.80%,Upgrade
Return on Capital (ROIC),0.50%,0.60%,0.60%,0.30%,0.40%,0.30%,0.30%,0.50%,0.60%,0.70%,0.70%,Upgrade
Earnings Yield,26.38%,28.91%,20.96%,22.52%,19.74%,17.38%,8.33%,13.67%,23.72%,12.76%,-,Upgrade
FCF Yield,29.43%,13.67%,20.53%,53.96%,33.70%,50.16%,33.05%,27.05%,46.04%,18.77%,-,Upgrade
Dividend Yield,4.23%,4.13%,3.22%,6.82%,4.93%,7.43%,5.13%,4.14%,5.89%,2.16%,-,Upgrade
Payout Ratio,17.40%,14.10%,15.10%,29.90%,24.70%,42.10%,60.40%,29.80%,24.40%,16.60%,0.00%,Upgrade
Buyback Yield / Dilution,15.03%,16.28%,11.79%,16.31%,11.74%,6.05%,12.73%,15.71%,10.12%,5.35%,7.04%,Upgrade
Total Shareholder Return,19.29%,20.41%,15.01%,23.13%,16.67%,13.48%,17.87%,19.85%,16.01%,7.50%,7.04%,Upgrade
