Year,Current,2022,2021
Market Capitalization,99,336,324
Market Cap Growth,-,3.73%,-
Enterprise Value,98,336,323
PE Ratio,42.96,41.91,39.34
PB Ratio,-24.17,-24.17,-17.64
P/FCF Ratio,-646.45,-646.45,-385.87
P/OCF Ratio,-646.45,-646.45,-385.87
EV/EBITDA Ratio,12.28,41.90,39.26
EV/EBIT Ratio,12.28,41.90,39.26
EV/FCF Ratio,-646.20,-646.20,-385.09
Current Ratio,0.08,0.08,14.17
Return on Equity (ROE),-57.10%,-57.10%,-178.90%
Return on Assets (ROA),3.10%,3.10%,12.80%
Return on Capital (ROIC),3.20%,3.20%,12.90%
Earnings Yield,8.13%,2.39%,2.54%
FCF Yield,-0.53%,-0.15%,-0.26%
Buyback Yield / Dilution,-156.47%,-156.47%,-
Total Shareholder Return,-156.47%,-156.47%,-
