Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2005
Market Capitalization,287,496,508,394,585,303,410,430,347,241,230,Upgrade
Market Cap Growth,-,-2.34%,28.80%,-32.65%,92.94%,-25.93%,-4.72%,23.96%,44.20%,4.41%,32.27%,Upgrade
Enterprise Value,500,941,640,751,883,558,607,661,502,404,395,Upgrade
PE Ratio,5.97,8.15,7.31,59.54,13.42,10.00,21.91,21.09,13.81,12.99,12.38,Upgrade
PS Ratio,1.47,2.37,2.47,2.42,3.49,2.50,3.75,3.74,3.27,3.49,3.42,Upgrade
PB Ratio,0.57,1.01,0.96,0.77,1.15,0.85,1.20,1.41,1.17,1.25,1.29,Upgrade
P/FCF Ratio,3.60,5.66,4.61,51.15,12.96,8.04,11.34,12.34,18.28,21.87,9.70,Upgrade
P/OCF Ratio,3.52,5.49,4.55,43.06,12.37,7.10,9.98,11.26,10.61,10.34,8.15,Upgrade
EV/Sales Ratio,2.56,4.49,3.11,4.60,5.26,4.61,5.56,5.74,4.73,5.86,5.86,Upgrade
EV/EBITDA Ratio,6.98,10.84,7.03,42.02,16.68,11.87,16.19,18.53,12.71,14.28,12.97,Upgrade
EV/EBIT Ratio,8.19,12.28,7.16,56.39,17.59,14.70,20.89,24.25,15.24,15.80,15.62,Upgrade
EV/FCF Ratio,6.27,10.73,5.81,97.43,19.54,14.79,16.81,18.96,26.45,36.71,16.61,Upgrade
Debt / Equity Ratio,0.56,1.08,0.64,0.85,0.73,0.84,0.73,0.90,0.68,0.97,1.06,Upgrade
Debt / EBITDA Ratio,3.94,6.12,3.69,24.58,7.01,6.38,6.63,7.68,5.12,6.60,6.21,Upgrade
Debt / FCF Ratio,3.53,6.06,3.05,57.00,8.21,7.96,6.88,7.86,10.65,16.97,7.96,Upgrade
Asset Turnover,0.03,0.03,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,Upgrade
Return on Equity (ROE),9.90%,12.40%,13.20%,1.30%,9.40%,8.70%,5.50%,6.70%,9.50%,9.90%,10.60%,Upgrade
Return on Assets (ROA),0.70%,1.00%,1.20%,0.10%,1.00%,0.90%,0.60%,0.70%,0.90%,1.00%,1.10%,Upgrade
Return on Capital (ROIC),0.90%,1.20%,1.50%,0.20%,1.10%,1.10%,0.90%,0.90%,1.20%,1.30%,1.30%,Upgrade
Earnings Yield,16.82%,12.26%,13.68%,1.68%,7.45%,10.00%,4.56%,4.74%,7.24%,7.70%,8.08%,Upgrade
FCF Yield,27.77%,17.68%,21.69%,1.96%,7.72%,12.43%,8.82%,8.10%,5.47%,4.57%,10.31%,Upgrade
Dividend Yield,5.21%,2.99%,2.78%,3.59%,2.24%,3.14%,2.00%,1.70%,1.97%,2.01%,1.84%,Upgrade
Payout Ratio,30.80%,24.40%,20.50%,214.60%,27.60%,31.50%,43.20%,36.00%,24.80%,26.40%,22.80%,Upgrade
Buyback Yield / Dilution,0.12%,0.43%,2.51%,0.40%,-32.23%,-0.02%,-6.85%,-0.26%,-36.61%,1.42%,0.26%,Upgrade
Total Shareholder Return,5.33%,3.43%,5.29%,3.99%,-29.99%,3.12%,-4.85%,1.44%,-34.64%,3.43%,2.10%,Upgrade
