Year,Current,2022,2021
Market Capitalization,140,626,608
Market Cap Growth,-,2.98%,-
Enterprise Value,140,626,609
PE Ratio,25.89,26.13,66.14
PB Ratio,-151.54,-151.54,-15.60
P/FCF Ratio,-692.02,-692.02,-175.46
P/OCF Ratio,-692.02,-692.02,-175.46
EV/EBITDA Ratio,5.52,24.66,66.23
EV/EBIT Ratio,5.52,24.66,66.23
EV/FCF Ratio,-692.04,-692.04,-175.70
Debt / Equity Ratio,-0.38,-0.38,-0.02
Debt / EBITDA Ratio,0.06,0.06,0.09
Debt / FCF Ratio,-1.74,-1.74,-0.25
Current Ratio,0.46,0.46,0.70
Return on Equity (ROE),-119.90%,-119.90%,-55.00%
Return on Assets (ROA),6.30%,6.30%,1.80%
Return on Capital (ROIC),6.70%,6.70%,1.80%
Earnings Yield,17.11%,3.83%,1.51%
FCF Yield,-0.65%,-0.14%,-0.57%
