Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2008
Market Capitalization,413,378,"1,076",393,143,56,33,40,44,33,49,Upgrade
Market Cap Growth,-,-64.84%,173.82%,174.95%,155.47%,68.17%,-15.74%,-11.02%,35.52%,-32.52%,5.42%,Upgrade
Enterprise Value,"1,761","1,763","1,997","1,058",766,413,299,201,168,169,224,Upgrade
PE Ratio,5.78,3.42,6.92,5.10,5.65,7.13,-0.82,-6.23,25.92,4.56,-2.74,Upgrade
PS Ratio,1.14,0.98,2.45,1.51,0.90,0.59,0.84,0.64,0.35,0.24,0.54,Upgrade
PB Ratio,1.20,1.16,3.74,5.09,157.82,-2.57,-0.93,6.83,4.05,4.40,41.71,Upgrade
P/FCF Ratio,1.16,1.11,5.22,1.85,1.43,1.35,-1.24,1.02,-2219.65,-1.32,-1.60,Upgrade
P/OCF Ratio,1.13,1.09,5.07,1.85,1.43,1.31,-1.26,1.01,51.38,-1.58,-1.81,Upgrade
EV/Sales Ratio,4.82,4.56,4.55,4.06,4.84,4.31,7.56,3.25,1.34,1.22,2.47,Upgrade
EV/EBITDA Ratio,11.70,11.37,8.99,8.63,19.30,87.59,-6.49,-41.16,3.80,4.15,-43.46,Upgrade
EV/EBIT Ratio,12.00,11.73,9.09,9.23,23.94,110.79,-6.35,-16.24,47.36,-6.14,-9.80,Upgrade
EV/FCF Ratio,4.90,5.17,9.67,4.99,7.68,9.95,-11.14,5.19,-8387.05,-6.79,-7.39,Upgrade
Debt / Equity Ratio,5.14,5.57,4.95,11.95,882.43,-22.89,-9.37,43.93,17.86,26.88,212.37,Upgrade
Debt / EBITDA Ratio,11.82,11.72,6.42,7.54,20.14,105.82,-7.30,-52.17,4.44,4.92,-47.94,Upgrade
Debt / FCF Ratio,4.95,5.33,6.91,4.36,8.02,12.03,-12.54,6.58,-9787.65,-8.06,-8.15,Upgrade
Asset Turnover,0.16,0.18,0.29,0.25,0.21,0.20,0.10,0.19,0.47,0.46,0.25,Upgrade
Return on Equity (ROE),28.90%,36.90%,70.20%,193.60%,-528.90%,-21.80%,346.20%,-56.40%,14.90%,-59.20%,-421.10%,Upgrade
Return on Assets (ROA),4.00%,5.10%,10.30%,7.40%,3.30%,1.60%,-10.00%,-2.00%,0.60%,2.40%,-5.00%,Upgrade
Return on Capital (ROIC),4.10%,4.40%,9.70%,7.00%,2.50%,0.50%,-7.70%,-2.60%,0.90%,-5.90%,-4.40%,Upgrade
Earnings Yield,22.07%,29.20%,14.45%,19.60%,17.69%,14.04%,-122.53%,-16.04%,3.86%,21.91%,-36.54%,Upgrade
FCF Yield,86.54%,90.17%,19.17%,53.92%,69.74%,74.10%,-80.72%,97.89%,-0.05%,-75.72%,-62.50%,Upgrade
Buyback Yield / Dilution,2.92%,4.30%,5.44%,-0.58%,-3.21%,-10.88%,0.32%,-0.29%,0.26%,-1.72%,0.52%,Upgrade
Total Shareholder Return,2.92%,4.30%,5.44%,-0.58%,-3.21%,-10.88%,0.32%,-0.29%,0.26%,-1.72%,0.52%,Upgrade
