Year,Current,2022,2021
Market Capitalization,409,398,-
Enterprise Value,408,397,0
PE Ratio,26.25,26.94,-
PB Ratio,-24.93,-24.93,-
P/FCF Ratio,-447.34,-447.34,-
P/OCF Ratio,-447.34,-447.34,-
EV/EBITDA Ratio,27.59,26.88,-13.20
EV/EBIT Ratio,27.59,26.88,-13.20
EV/FCF Ratio,-446.45,-446.45,-19.32
Debt / Equity Ratio,-,-,22.63
Debt / EBITDA Ratio,-,-,-13.21
Debt / FCF Ratio,-,-,-19.33
Current Ratio,0.76,0.76,0
Return on Equity (ROE),-86.40%,-86.40%,-
Return on Assets (ROA),5.00%,5.00%,-
Return on Capital (ROIC),5.00%,5.00%,-
Earnings Yield,3.62%,3.71%,-
FCF Yield,-0.22%,-0.22%,-
Buyback Yield / Dilution,-327.86%,-327.86%,-
Total Shareholder Return,-327.86%,-327.86%,-
