Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1999
Market Capitalization,424,755,720,348,622,626,984,"1,126",758,696,695,Upgrade
Market Cap Growth,-,4.79%,106.70%,-44.00%,-0.63%,-36.35%,-12.67%,48.51%,9.00%,0.10%,62.43%,Upgrade
Enterprise Value,517,882,464,225,709,644,"1,097","1,313",783,706,643,Upgrade
PE Ratio,4.13,7.44,7.30,8.26,18.97,10.82,18.00,19.94,14.09,13.98,17.44,Upgrade
PS Ratio,1.55,2.78,2.77,1.95,3.59,3.11,4.70,5.70,3.66,4.06,5.23,Upgrade
PB Ratio,0.64,1.18,1.12,0.60,1.10,1.13,1.75,2.12,1.54,1.54,1.74,Upgrade
P/FCF Ratio,2.63,5.19,7.91,6.15,9.89,8.58,12.17,19.21,11.60,28.61,11.64,Upgrade
P/OCF Ratio,2.60,5.12,7.68,5.79,10.58,8.17,12.05,18.98,11.40,27.32,11.45,Upgrade
EV/Sales Ratio,1.89,3.25,1.78,1.26,4.09,3.19,5.24,6.64,3.78,4.12,4.84,Upgrade
EV/EBITDA Ratio,3.37,5.66,3.06,3.20,12.46,6.77,10.15,12.63,7.13,8.73,9.29,Upgrade
EV/EBIT Ratio,3.62,6.26,3.42,3.79,14.97,7.66,11.51,14.69,8.51,9.79,10.28,Upgrade
EV/FCF Ratio,3.21,6.06,5.09,3.98,11.27,8.82,13.58,22.40,11.97,29.04,10.78,Upgrade
Debt / Equity Ratio,0.72,0.75,0.55,0.47,0.37,0.31,0.48,0.63,0.38,0.37,0.32,Upgrade
Debt / EBITDA Ratio,3.12,3.08,2.33,3.82,3.66,1.82,2.47,3.21,1.72,2.08,1.84,Upgrade
Debt / FCF Ratio,2.97,3.30,3.87,4.75,3.31,2.37,3.31,5.70,2.89,6.93,2.14,Upgrade
Asset Turnover,0.04,0.04,0.04,0.03,0.03,0.04,0.04,0.04,0.05,0.05,0.05,Upgrade
Return on Equity (ROE),16.30%,16.30%,16.10%,7.50%,5.80%,10.30%,9.90%,10.80%,11.20%,11.50%,10.10%,Upgrade
Return on Assets (ROA),1.40%,1.40%,1.50%,0.70%,0.60%,1.10%,1.10%,1.30%,1.30%,1.40%,1.40%,Upgrade
Return on Capital (ROIC),2.00%,2.00%,2.20%,1.00%,0.90%,1.50%,1.90%,2.00%,2.30%,2.00%,2.30%,Upgrade
Earnings Yield,24.22%,13.44%,13.70%,12.11%,5.27%,9.24%,5.56%,5.02%,7.10%,7.15%,5.73%,Upgrade
FCF Yield,38.06%,19.27%,12.64%,16.26%,10.11%,11.65%,8.22%,5.20%,8.62%,3.49%,8.59%,Upgrade
Dividend Yield,7.21%,3.79%,2.29%,4.52%,4.75%,4.91%,2.62%,1.88%,1.98%,1.29%,0.64%,Upgrade
Payout Ratio,28.80%,28.20%,16.80%,37.70%,90.60%,53.30%,47.10%,37.50%,27.80%,17.80%,11.10%,Upgrade
Buyback Yield / Dilution,-0.18%,0.26%,-0.63%,1.56%,4.03%,0.62%,-0.63%,-0.54%,0.32%,-0.89%,-0.57%,Upgrade
Total Shareholder Return,7.03%,4.05%,1.65%,6.08%,8.77%,5.53%,2.00%,1.34%,2.29%,0.40%,0.06%,Upgrade
