Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2004
Market Capitalization,"150,680","128,576","124,783","106,949","159,181","167,082","208,539","158,189","151,706","177,868","203,716",Upgrade
Market Cap Growth,-,3.04%,16.68%,-32.81%,-4.73%,-19.88%,31.83%,4.27%,-14.71%,-12.69%,7.42%,Upgrade
Enterprise Value,"29,673","7,050","-54,176","55,399","274,103","238,086","238,460","182,927","208,129","220,011","230,281",Upgrade
PE Ratio,6.78,8.68,9.90,27.44,26.67,13.25,21.54,121.78,12.07,13.56,12.57,Upgrade
PS Ratio,2.45,2.09,1.95,1.70,2.24,2.63,3.27,2.64,2.13,2.38,2.60,Upgrade
PB Ratio,0.81,0.69,0.63,0.54,0.87,0.90,1.11,0.90,0.81,0.93,1.12,Upgrade
P/FCF Ratio,6.01,5.11,1.21,0.59,5.60,5.33,-15.36,2.29,-63.98,-7.81,4.69,Upgrade
P/OCF Ratio,5.72,4.86,1.20,0.59,5.35,5.14,-16.80,2.29,-135.21,-8.32,4.53,Upgrade
EV/Sales Ratio,0.48,0.11,-0.85,0.88,3.86,3.74,3.74,3.06,2.93,2.95,2.94,Upgrade
EV/EBITDA Ratio,1.43,0.34,-2.42,4.21,12.16,11.60,13.29,16.11,10.69,11.05,10.98,Upgrade
EV/EBIT Ratio,1.76,0.42,-2.99,7.01,22.80,12.81,14.82,29.77,12.04,12.46,10.98,Upgrade
EV/FCF Ratio,1.18,0.28,-0.52,0.31,9.65,7.60,-17.56,2.65,-87.78,-9.67,5.30,Upgrade
Debt / Equity Ratio,1.10,1.10,1.13,1.29,1.46,1.26,1.12,0.87,0.82,0.90,1.06,Upgrade
Debt / EBITDA Ratio,9.89,9.89,10.00,19.24,11.93,11.39,11.73,13.45,7.98,8.64,9.21,Upgrade
Debt / FCF Ratio,8.17,8.17,2.17,1.40,9.47,7.47,-15.50,2.22,-65.52,-7.56,4.44,Upgrade
Asset Turnover,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,Upgrade
Return on Equity (ROE),7.70%,7.70%,6.40%,2.00%,3.20%,6.70%,5.30%,0.70%,6.60%,7.00%,9.10%,Upgrade
Return on Assets (ROA),0.50%,0.50%,0.40%,0.10%,0.20%,0.50%,0.40%,0.10%,0.50%,0.50%,0.60%,Upgrade
Return on Capital (ROIC),0.60%,0.60%,0.60%,0.30%,0.40%,0.70%,0.70%,0.30%,0.70%,0.70%,0.80%,Upgrade
Earnings Yield,9.80%,11.53%,10.10%,3.64%,3.75%,7.55%,4.64%,0.82%,8.29%,7.37%,7.95%,Upgrade
FCF Yield,16.63%,19.56%,82.72%,169.03%,17.84%,18.74%,-6.51%,43.59%,-1.56%,-12.80%,21.34%,Upgrade
Dividend Yield,1.20%,21.66%,18.24%,20.26%,32.62%,31.01%,24.69%,37.95%,31.67%,25.94%,21.77%,Upgrade
Payout Ratio,36.00%,36.00%,35.50%,110.50%,170.00%,81.00%,106.20%,871.40%,76.90%,71.00%,57.10%,Upgrade
Buyback Yield / Dilution,-1.53%,0.30%,-0.27%,-1.36%,-0.19%,-0.64%,-2.57%,-2.43%,-2.06%,-1.92%,-3.40%,Upgrade
Total Shareholder Return,-0.33%,21.96%,17.97%,18.90%,32.42%,30.37%,22.12%,35.52%,29.61%,24.02%,18.36%,Upgrade
