Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,159,218,201,240,232,90,82,78,78,76,56,Upgrade
Market Cap Growth,-,8.61%,-16.46%,3.71%,156.21%,10.02%,5.59%,-0.71%,3.23%,34.83%,18.09%,Upgrade
Enterprise Value,224,259,254,173,205,81,73,83,88,104,68,Upgrade
PE Ratio,6.69,9.22,9.10,15.38,32.30,12.33,13.32,12.78,13.65,13.33,11.05,Upgrade
PS Ratio,1.95,2.69,2.53,3.44,6.27,3.12,2.95,2.86,3.02,3.09,2.39,Upgrade
PB Ratio,0.94,1.29,0.91,1.06,1.21,1.12,1.07,1.09,1.12,1.15,0.92,Upgrade
P/FCF Ratio,3.20,4.97,5.74,36.25,27.45,15.73,12.77,8.54,26.65,11.35,5.89,Upgrade
P/OCF Ratio,3.09,4.84,5.32,28.33,25.17,9.08,10.16,7.12,19.70,10.16,5.43,Upgrade
EV/Sales Ratio,2.75,3.19,3.20,2.48,5.56,2.79,2.61,3.06,3.39,4.25,2.90,Upgrade
EV/EBITDA Ratio,5.47,6.32,6.52,6.51,17.70,7.64,6.61,7.66,8.65,10.18,7.23,Upgrade
EV/EBIT Ratio,8.05,9.37,9.58,9.16,24.24,9.51,8.50,10.08,11.44,13.43,9.92,Upgrade
EV/FCF Ratio,4.51,5.91,7.26,26.12,24.33,14.05,11.31,9.14,29.92,15.61,7.14,Upgrade
Debt / Equity Ratio,0.71,0.50,0.38,0.05,0.17,0.12,0.36,0.28,0.30,0.68,0.53,Upgrade
Debt / EBITDA Ratio,2.94,2.08,2.18,0.47,2.86,0.95,2.49,1.86,2.04,4.40,3.43,Upgrade
Debt / FCF Ratio,2.42,1.94,2.43,1.87,3.94,1.75,4.26,2.22,7.07,6.75,3.39,Upgrade
Asset Turnover,0.03,0.03,0.04,0.04,0.04,0.05,0.04,0.05,0.05,0.05,0.05,Upgrade
Return on Equity (ROE),14.40%,13.80%,9.90%,7.40%,6.40%,9.50%,8.20%,8.40%,8.30%,8.80%,8.30%,Upgrade
Return on Assets (ROA),1.00%,1.00%,1.00%,0.90%,0.80%,1.10%,1.00%,1.00%,1.00%,1.10%,1.00%,Upgrade
Return on Capital (ROIC),1.20%,1.20%,1.30%,1.20%,1.00%,1.30%,1.40%,1.40%,1.40%,1.40%,1.40%,Upgrade
Earnings Yield,14.94%,10.85%,10.99%,6.50%,3.10%,8.11%,7.51%,7.83%,7.33%,7.50%,9.05%,Upgrade
FCF Yield,31.28%,20.12%,17.41%,2.76%,3.64%,6.36%,7.83%,11.71%,3.75%,8.81%,16.99%,Upgrade
Dividend Yield,4.83%,3.48%,3.55%,2.66%,4.38%,2.88%,3.00%,3.16%,3.06%,2.83%,3.48%,Upgrade
Payout Ratio,32.30%,32.10%,32.80%,39.40%,88.60%,35.50%,40.00%,40.50%,41.50%,37.60%,38.40%,Upgrade
Buyback Yield / Dilution,-0.04%,0.79%,2.83%,-7.58%,-100.41%,0.25%,-0.35%,0.50%,0.24%,-0.18%,0.22%,Upgrade
Total Shareholder Return,4.78%,4.28%,6.38%,-4.92%,-96.03%,3.13%,2.65%,3.66%,3.29%,2.64%,3.70%,Upgrade
