Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,"2,185","3,472","3,390","2,619","3,512","3,281","3,840","3,717","2,819","2,831","2,828",Upgrade
Market Cap Growth,-,2.41%,29.46%,-25.43%,7.04%,-14.55%,3.31%,31.86%,-0.45%,0.12%,25.57%,Upgrade
Enterprise Value,"7,119","8,024","4,589","4,337","7,119","6,931","7,197","6,928","5,856","6,798","6,054",Upgrade
PE Ratio,5.72,9.79,10.15,9.08,11.27,10.16,17.46,19.42,15.56,15.26,15.41,Upgrade
PS Ratio,1.74,2.88,2.96,2.37,2.93,2.66,3.66,3.75,2.91,2.96,2.98,Upgrade
PB Ratio,0.56,0.91,0.89,0.70,0.96,0.93,1.25,1.27,1.00,1.01,0.98,Upgrade
P/FCF Ratio,3.71,4.43,7.10,5.29,6.93,7.62,9.34,6.91,11.43,18.99,6.89,Upgrade
P/OCF Ratio,3.37,4.10,6.40,4.76,6.12,6.61,8.38,5.79,9.36,14.19,5.92,Upgrade
EV/Sales Ratio,5.66,6.65,4.00,3.93,5.93,5.61,6.87,7.00,6.05,7.11,6.38,Upgrade
EV/EBITDA Ratio,13.13,15.90,9.51,11.49,15.32,15.02,18.66,20.80,18.47,20.83,19.06,Upgrade
EV/EBIT Ratio,14.31,17.46,10.52,13.26,17.51,16.77,21.25,24.09,21.70,24.63,22.60,Upgrade
EV/FCF Ratio,12.10,10.24,9.62,8.76,14.05,16.09,17.51,12.89,23.75,45.59,14.76,Upgrade
Debt / Equity Ratio,1.46,1.35,0.58,0.65,1.14,1.28,1.32,1.31,1.25,1.78,1.32,Upgrade
Debt / EBITDA Ratio,10.62,10.25,4.61,6.45,9.03,9.81,10.56,11.57,11.08,15.32,12.05,Upgrade
Debt / FCF Ratio,9.78,6.60,4.66,4.91,8.28,10.51,9.91,7.17,14.24,33.52,9.33,Upgrade
Asset Turnover,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.03,0.04,0.04,0.04,Upgrade
Return on Equity (ROE),10.00%,9.40%,8.80%,7.90%,8.60%,9.10%,7.20%,6.60%,6.30%,6.50%,6.30%,Upgrade
Return on Assets (ROA),1.00%,0.90%,1.00%,0.80%,0.90%,1.00%,0.70%,0.70%,0.70%,0.70%,0.80%,Upgrade
Return on Capital (ROIC),1.20%,1.20%,1.30%,0.90%,1.20%,1.10%,1.00%,0.90%,0.90%,1.00%,1.10%,Upgrade
Earnings Yield,17.56%,10.21%,9.85%,11.01%,8.87%,9.84%,5.73%,5.15%,6.43%,6.55%,6.49%,Upgrade
FCF Yield,26.93%,22.58%,14.08%,18.92%,14.43%,13.13%,10.70%,14.46%,8.75%,5.27%,14.51%,Upgrade
Dividend Yield,5.66%,3.51%,3.41%,4.22%,3.18%,3.21%,2.00%,1.82%,2.19%,2.07%,1.93%,Upgrade
Payout Ratio,32.20%,34.30%,34.50%,38.50%,35.80%,32.30%,34.50%,35.40%,34.20%,31.60%,30.00%,Upgrade
Buyback Yield / Dilution,-0.42%,0.98%,1.08%,5.12%,4.60%,-10.47%,-2.46%,0.43%,4.83%,4.55%,3.80%,Upgrade
Total Shareholder Return,5.24%,4.49%,4.48%,9.34%,7.78%,-7.26%,-0.46%,2.24%,7.03%,6.62%,5.74%,Upgrade
