Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2006
Market Capitalization,438,751,802,655,834,671,835,965,725,725,765,Upgrade
Market Cap Growth,-,-6.29%,22.42%,-21.46%,24.24%,-19.59%,-13.50%,33.06%,0.07%,-5.21%,24.70%,Upgrade
Enterprise Value,"1,359","1,416","1,197","1,222","1,607","1,020","1,263","1,355","1,243","1,435","1,180",Upgrade
PE Ratio,7.36,12.30,11.35,17.71,20.73,16.75,33.71,36.94,37.14,35.77,39.94,Upgrade
PS Ratio,2.72,4.64,4.55,5.10,6.59,5.75,7.01,8.56,8.10,8.61,9.13,Upgrade
PB Ratio,0.63,1.07,1.08,0.87,1.20,1.01,1.31,1.55,1.30,1.22,1.07,Upgrade
P/FCF Ratio,5.57,9.29,12.70,12.56,17.55,13.23,20.09,26.22,22.37,28.63,27.70,Upgrade
P/OCF Ratio,5.38,9.02,12.38,11.86,16.30,12.72,19.14,25.60,22.45,28.20,25.49,Upgrade
EV/Sales Ratio,8.44,8.75,6.79,9.50,12.70,8.74,10.61,12.02,13.87,17.05,14.09,Upgrade
EV/EBITDA Ratio,15.09,15.18,11.34,20.81,25.96,19.23,22.82,30.90,35.40,39.66,34.76,Upgrade
EV/EBIT Ratio,16.65,16.69,12.33,24.42,30.31,20.53,24.41,34.04,39.44,44.66,39.50,Upgrade
EV/FCF Ratio,17.27,17.51,18.97,23.42,33.82,20.10,30.40,36.80,38.32,56.66,42.75,Upgrade
Debt / Equity Ratio,1.55,1.01,0.66,0.87,1.32,0.64,0.76,0.78,1.02,1.32,0.67,Upgrade
Debt / EBITDA Ratio,11.99,7.62,4.61,11.14,14.87,8.05,8.79,11.08,16.21,21.74,14.04,Upgrade
Debt / FCF Ratio,13.72,8.78,7.71,12.54,19.38,8.41,11.70,13.19,17.55,31.06,17.27,Upgrade
Asset Turnover,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,Upgrade
Return on Equity (ROE),8.40%,8.70%,9.50%,5.10%,5.90%,6.10%,3.90%,4.20%,3.50%,3.20%,2.60%,Upgrade
Return on Assets (ROA),1.00%,1.10%,1.30%,0.70%,0.80%,0.90%,0.60%,0.70%,0.60%,0.70%,0.70%,Upgrade
Return on Capital (ROIC),1.30%,1.40%,1.70%,0.90%,1.00%,1.10%,1.20%,1.00%,0.90%,0.90%,1.00%,Upgrade
Earnings Yield,13.39%,8.13%,8.81%,5.65%,4.82%,5.97%,2.97%,2.71%,2.69%,2.80%,2.50%,Upgrade
FCF Yield,17.95%,10.77%,7.87%,7.96%,5.70%,7.56%,4.98%,3.81%,4.47%,3.49%,3.61%,Upgrade
Dividend Yield,5.52%,3.21%,3.04%,3.28%,2.43%,2.81%,1.91%,1.47%,1.68%,1.79%,3.56%,Upgrade
Payout Ratio,40.60%,39.40%,34.20%,57.90%,50.00%,46.00%,61.80%,52.50%,60.90%,63.40%,140.00%,Upgrade
Buyback Yield / Dilution,4.27%,4.75%,0.06%,-3.44%,-0.12%,-0.49%,-2.53%,-5.15%,13.10%,9.95%,-0.81%,Upgrade
Total Shareholder Return,9.79%,7.96%,3.11%,-0.16%,2.31%,2.31%,-0.62%,-3.68%,14.78%,11.74%,2.75%,Upgrade
