Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2002
Market Capitalization,194,217,196,122,136,116,117,93,42,38,30,Upgrade
Market Cap Growth,-,10.34%,61.34%,-10.55%,16.93%,-0.90%,26.46%,121.64%,9.44%,28.70%,91.06%,Upgrade
Enterprise Value,116,62,-157,-34,115,93,50,50,-3,21,10,Upgrade
PE Ratio,6.92,8.20,9.35,8.41,8.77,8.32,14.34,12.43,7.20,8.08,8.15,Upgrade
PS Ratio,2.68,3.18,3.60,2.79,3.08,2.84,3.30,3.00,1.50,1.49,1.28,Upgrade
PB Ratio,1.51,1.82,1.47,1.22,1.61,1.74,2.11,1.94,0.99,1.05,0.97,Upgrade
P/FCF Ratio,4.09,3.99,-21.77,4.90,9.25,9.51,10.43,10.71,6.92,7.04,2.83,Upgrade
P/OCF Ratio,3.98,3.81,-23.34,4.94,8.79,7.44,10.23,10.44,5.80,7.16,2.78,Upgrade
EV/Sales Ratio,1.60,0.91,-2.87,-0.78,2.61,2.27,1.41,1.63,-0.12,0.82,0.41,Upgrade
EV/EBITDA Ratio,2.88,1.66,-5.19,-1.59,5.07,4.62,3.04,3.79,-0.32,2.31,1.36,Upgrade
EV/EBIT Ratio,3.02,1.75,-5.50,-1.70,5.40,4.87,3.24,4.13,-0.36,2.70,1.71,Upgrade
EV/FCF Ratio,2.43,1.15,17.35,-1.37,7.85,7.60,4.47,5.82,-0.57,3.88,0.91,Upgrade
Debt / Equity Ratio,0.21,0.24,0.21,0.29,0.31,0.35,0.37,0.42,0.54,0.78,0.97,Upgrade
Debt / EBITDA Ratio,0.67,0.77,0.91,1.37,1.16,1.16,1.23,1.52,2.14,3.11,4.24,Upgrade
Debt / FCF Ratio,0.57,0.53,-3.06,1.18,1.79,1.91,1.81,2.33,3.77,5.22,2.83,Upgrade
Asset Turnover,0.05,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,Upgrade
Return on Equity (ROE),24.10%,22.80%,17.80%,15.30%,19.60%,22.70%,15.30%,15.90%,14.50%,13.90%,10.50%,Upgrade
Return on Assets (ROA),1.80%,1.60%,1.50%,1.40%,1.80%,1.80%,1.20%,1.20%,1.00%,0.90%,0.70%,Upgrade
Return on Capital (ROIC),2.70%,2.70%,2.50%,2.10%,2.60%,2.60%,2.40%,2.10%,1.80%,1.50%,1.20%,Upgrade
Earnings Yield,14.59%,12.20%,10.69%,11.89%,11.40%,12.02%,6.97%,8.05%,13.88%,12.37%,12.27%,Upgrade
FCF Yield,24.43%,25.06%,-4.59%,20.39%,10.81%,10.52%,9.59%,9.34%,14.46%,14.20%,35.30%,Upgrade
Dividend Yield,2.47%,1.73%,1.66%,1.53%,1.74%,1.59%,1.21%,0.53%,-,-,-,Upgrade
Payout Ratio,15.10%,14.10%,14.70%,12.90%,15.30%,13.10%,17.10%,6.50%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,-0.48%,-0.63%,-12.21%,-0.42%,-0.66%,-1.24%,-3.57%,-1.26%,-0.68%,-0.26%,-0.14%,Upgrade
Total Shareholder Return,2.00%,1.10%,-10.55%,1.12%,1.08%,0.35%,-2.36%,-0.73%,-0.68%,-0.26%,-0.14%,Upgrade
