Year,Current,2022,2021
Market Capitalization,53,51,74
Market Cap Growth,-,-30.57%,-
Enterprise Value,53,51,73
PE Ratio,22.83,-1098.61,-526.24
PB Ratio,-35.01,-35.01,9.24
P/FCF Ratio,-96.11,-96.11,-567.50
P/OCF Ratio,-96.11,-96.11,-567.50
EV/EBITDA Ratio,-1091.57,-1091.57,-520.69
EV/EBIT Ratio,-1091.57,-1091.57,-520.69
EV/FCF Ratio,-95.49,-95.49,-561.51
Current Ratio,1.80,1.80,17.15
Return on Equity (ROE),-4.70%,-4.70%,-3.50%
Return on Assets (ROA),-0.10%,-0.10%,-0.50%
Return on Capital (ROIC),-0.10%,-0.10%,-0.50%
Earnings Yield,-0.09%,-0.09%,-0.19%
FCF Yield,-1.00%,-1.04%,-0.18%
Buyback Yield / Dilution,-122.80%,-122.80%,-
Total Shareholder Return,-122.80%,-122.80%,-
