Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,112,156,160,125,158,130,127,111,88,75,71,Upgrade
Market Cap Growth,-,-2.53%,27.67%,-21.09%,21.64%,2.20%,14.70%,26.52%,16.52%,6.13%,30.86%,Upgrade
Enterprise Value,185,257,139,123,135,166,147,106,134,107,96,Upgrade
PE Ratio,7.19,10.32,10.67,7.85,13.10,13.95,14.22,12.16,11.19,10.19,9.98,Upgrade
PS Ratio,1.49,1.98,2.53,2.07,3.09,3.09,3.42,3.05,2.64,2.47,2.42,Upgrade
PB Ratio,0.82,1.14,1.02,0.82,1.18,1.28,1.38,1.32,1.09,0.99,1.06,Upgrade
P/FCF Ratio,5.50,9.41,11.47,7.81,19.42,13.67,11.98,12.80,10.78,8.64,6.99,Upgrade
P/OCF Ratio,5.44,8.76,9.37,6.33,14.46,12.36,10.36,10.69,9.28,7.87,6.42,Upgrade
EV/Sales Ratio,2.41,3.27,2.21,2.04,2.62,3.93,3.94,2.91,4.04,3.51,3.28,Upgrade
EV/EBITDA Ratio,8.21,11.42,6.65,5.62,8.51,12.34,10.17,7.43,11.22,9.27,8.26,Upgrade
EV/EBIT Ratio,11.09,15.54,8.51,6.58,9.71,15.39,12.42,9.05,13.92,11.24,10.11,Upgrade
EV/FCF Ratio,8.93,15.57,10.01,7.69,16.49,17.39,13.81,12.19,16.48,12.31,9.46,Upgrade
Debt / Equity Ratio,0.92,0.99,0.09,0.13,0.19,0.54,0.35,0.47,0.72,0.71,0.67,Upgrade
Debt / EBITDA Ratio,5.69,6.02,0.70,0.91,1.61,4.07,2.23,2.80,4.85,4.66,3.86,Upgrade
Debt / FCF Ratio,6.19,8.20,1.05,1.24,3.13,5.73,3.02,4.59,7.12,6.18,4.42,Upgrade
Asset Turnover,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,Upgrade
Return on Equity (ROE),11.40%,11.00%,9.70%,10.90%,9.30%,9.90%,10.00%,10.70%,9.90%,10.10%,10.60%,Upgrade
Return on Assets (ROA),0.70%,0.70%,0.90%,1.10%,0.90%,0.90%,1.00%,1.00%,0.90%,1.00%,1.00%,Upgrade
Return on Capital (ROIC),0.80%,0.80%,1.10%,1.30%,1.10%,1.00%,1.30%,1.30%,1.10%,1.20%,1.30%,Upgrade
Earnings Yield,13.31%,9.69%,9.37%,12.74%,7.64%,7.17%,7.03%,8.23%,8.94%,9.81%,10.02%,Upgrade
FCF Yield,18.19%,10.62%,8.72%,12.80%,5.15%,7.32%,8.35%,7.81%,9.28%,11.57%,14.31%,Upgrade
Dividend Yield,4.96%,2.57%,2.70%,3.43%,2.68%,2.77%,2.58%,2.86%,3.44%,3.66%,3.40%,Upgrade
Payout Ratio,17.40%,25.80%,28.80%,27.00%,34.80%,37.50%,36.70%,34.70%,38.50%,37.30%,34.00%,Upgrade
Buyback Yield / Dilution,-0.23%,-23.53%,-0.46%,-0.33%,-13.95%,-5.77%,-0.13%,-0.31%,-0.25%,-0.12%,0.02%,Upgrade
Total Shareholder Return,4.63%,-20.96%,2.24%,3.11%,-11.27%,-3.00%,2.45%,2.55%,3.19%,3.54%,3.42%,Upgrade
