Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2003
Market Capitalization,66,77,85,50,54,44,44,38,27,7,6,Upgrade
Market Cap Growth,-,-9.96%,69.05%,-6.49%,23.49%,-0.43%,14.97%,41.59%,266.32%,22.67%,48.43%,Upgrade
Enterprise Value,97,95,7,63,83,59,49,38,25,-16,-5,Upgrade
PE Ratio,8.11,9.24,6.85,5.90,12.05,14.94,-12.20,2.99,4.09,-2.97,-1.23,Upgrade
PS Ratio,2.23,2.35,2.22,1.54,2.08,1.87,2.07,1.57,1.09,0.35,0.23,Upgrade
PB Ratio,1.13,1.26,1.34,0.97,1.26,1.18,1.12,0.88,0.89,0.39,0.33,Upgrade
P/FCF Ratio,5.52,7.84,2.03,-6.75,-674.07,6.34,6.03,95.36,-7.85,-23.13,0.30,Upgrade
P/OCF Ratio,5.26,7.47,2.00,-7.06,371.90,6.16,5.32,29.07,-11.46,3.27,0.33,Upgrade
EV/Sales Ratio,3.01,2.90,0.18,1.92,3.19,2.55,2.30,1.55,1.01,-0.75,-0.18,Upgrade
EV/EBITDA Ratio,9.27,8.72,0.43,5.41,13.15,13.35,22.00,12.10,16.76,44.05,1.76,Upgrade
EV/EBIT Ratio,9.79,9.18,0.44,5.70,14.65,15.94,33.10,16.06,38.62,15.12,1.18,Upgrade
EV/FCF Ratio,7.46,9.65,0.17,-8.42,-1032.93,8.63,6.69,93.98,-7.27,49.32,-0.24,Upgrade
Debt / Equity Ratio,0.77,0.56,0.23,1.08,1.13,0.95,0.58,0.26,0.50,1.37,1.62,Upgrade
Debt / EBITDA Ratio,4.71,3.18,0.88,4.81,7.74,7.93,10.23,3.62,10.26,-73.22,-10.93,Upgrade
Debt / FCF Ratio,3.79,3.52,0.34,-7.49,-608.45,5.13,3.11,28.11,-4.45,-81.97,1.49,Upgrade
Asset Turnover,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.06,0.06,0.05,0.06,Upgrade
Return on Equity (ROE),13.20%,13.80%,20.80%,17.90%,11.00%,8.20%,-8.50%,34.10%,21.80%,-13.10%,-22.80%,Upgrade
Return on Assets (ROA),1.10%,1.10%,1.70%,1.30%,0.80%,0.60%,-0.80%,2.90%,1.50%,-0.60%,-1.00%,Upgrade
Return on Capital (ROIC),1.40%,1.40%,2.30%,1.50%,1.00%,0.70%,0.30%,0.60%,0.20%,-0.30%,-0.90%,Upgrade
Earnings Yield,11.16%,10.82%,14.61%,16.96%,8.30%,6.70%,-8.20%,33.49%,24.47%,-33.63%,-81.61%,Upgrade
FCF Yield,18.12%,12.76%,49.15%,-14.81%,-0.15%,15.78%,16.59%,1.05%,-12.73%,-4.32%,329.15%,Upgrade
Dividend Yield,1.36%,1.12%,0.24%,-,-,-,-,-,-,-,-,Upgrade
Payout Ratio,11.00%,10.30%,1.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,-0.63%,-0.17%,-0.49%,-0.91%,-1.32%,-0.23%,-0.16%,-0.76%,-324.15%,-25.80%,-,Upgrade
Total Shareholder Return,0.73%,0.94%,-0.25%,-0.91%,-1.32%,-0.23%,-0.16%,-0.76%,-324.15%,-25.80%,-,Upgrade
