Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,486,959,"1,143",858,621,500,528,456,347,318,254,Upgrade
Market Cap Growth,-,-16.08%,33.26%,38.06%,24.24%,-5.26%,15.82%,31.50%,8.90%,25.23%,36.10%,Upgrade
Enterprise Value,"1,098","1,378","1,091",805,620,532,563,531,423,320,187,Upgrade
PE Ratio,5.17,9.39,9.07,13.60,12.58,10.81,16.36,15.80,13.12,13.10,11.43,Upgrade
PS Ratio,1.72,3.30,3.64,3.52,3.94,3.42,3.95,4.04,3.28,3.18,2.63,Upgrade
PB Ratio,0.53,1.08,1.12,0.87,1.46,1.25,1.41,1.56,1.24,1.14,0.93,Upgrade
P/FCF Ratio,3.00,5.50,7.05,-14.07,17.00,10.23,15.73,18.32,11.94,12.62,6.81,Upgrade
P/OCF Ratio,2.88,5.33,6.92,-15.42,15.66,9.43,14.68,16.89,11.31,10.58,6.46,Upgrade
EV/Sales Ratio,3.89,4.74,3.48,3.31,3.93,3.64,4.21,4.71,4.00,3.19,1.93,Upgrade
EV/EBITDA Ratio,8.66,10.03,6.46,8.73,9.39,8.59,10.57,11.68,10.11,8.53,5.21,Upgrade
EV/EBIT Ratio,9.47,10.91,6.98,10.16,10.22,9.35,11.63,12.77,11.17,9.56,5.93,Upgrade
EV/FCF Ratio,6.78,7.90,6.73,-13.20,16.95,10.87,16.80,21.35,14.56,12.69,5.01,Upgrade
Debt / Equity Ratio,0.84,0.62,0.11,0.11,0.30,0.33,0.40,0.60,0.56,0.41,0.41,Upgrade
Debt / EBITDA Ratio,6.07,3.98,0.65,1.16,1.96,2.11,2.80,3.84,3.73,3.06,3.12,Upgrade
Debt / FCF Ratio,4.75,3.14,0.68,-1.75,3.55,2.67,4.45,7.01,5.37,4.55,3.00,Upgrade
Asset Turnover,0.03,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,Upgrade
Return on Equity (ROE),10.50%,11.40%,12.40%,6.60%,12.00%,11.90%,8.90%,10.00%,9.50%,8.80%,8.30%,Upgrade
Return on Assets (ROA),1.10%,1.30%,1.70%,0.90%,1.50%,1.50%,1.10%,1.20%,1.20%,1.10%,1.10%,Upgrade
Return on Capital (ROIC),1.40%,1.60%,2.20%,1.20%,1.90%,1.90%,1.70%,1.70%,1.70%,1.60%,1.60%,Upgrade
Earnings Yield,19.34%,10.65%,11.03%,7.35%,7.95%,9.25%,6.11%,6.33%,7.62%,7.63%,8.75%,Upgrade
FCF Yield,33.36%,18.19%,14.19%,-7.11%,5.88%,9.78%,6.36%,5.46%,8.37%,7.92%,14.69%,Upgrade
Dividend Yield,8.97%,5.56%,3.40%,3.83%,2.51%,2.61%,1.92%,1.73%,2.05%,1.83%,1.54%,Upgrade
Payout Ratio,57.20%,52.40%,31.00%,50.30%,31.70%,28.20%,30.90%,27.30%,27.00%,24.50%,17.50%,Upgrade
Buyback Yield / Dilution,2.28%,3.82%,0.84%,-89.02%,3.30%,-0.44%,-13.08%,2.09%,1.83%,4.51%,-0.57%,Upgrade
Total Shareholder Return,11.25%,9.38%,4.24%,-85.20%,5.81%,2.17%,-11.16%,3.82%,3.88%,6.34%,0.97%,Upgrade
