Year,Current,2022,2021
Market Capitalization,496,558,"1,914"
Market Cap Growth,-,-70.83%,-
Enterprise Value,499,562,"1,914"
PE Ratio,-36.67,-36.67,-1382.42
PB Ratio,-18.01,-18.01,-191.30
P/FCF Ratio,-405.01,-405.01,-1717.97
P/OCF Ratio,-405.01,-405.01,-1717.97
EV/EBITDA Ratio,-39.44,-39.44,-1382.18
EV/EBIT Ratio,-39.44,-39.44,-1382.18
EV/FCF Ratio,-407.55,-407.55,-1717.67
Debt / Equity Ratio,-0.11,-0.11,-
Debt / EBITDA Ratio,-0.25,-0.25,-
Debt / FCF Ratio,-2.54,-2.54,-
Current Ratio,0.01,0.01,0.83
Return on Equity (ROE),73.30%,73.30%,29.60%
Return on Assets (ROA),-5.10%,-5.10%,-0.90%
Return on Capital (ROIC),-5.00%,-5.00%,-0.90%
Earnings Yield,-3.07%,-2.73%,-0.07%
FCF Yield,-0.28%,-0.25%,-0.06%
Buyback Yield / Dilution,-124.30%,-124.30%,-
Total Shareholder Return,-124.30%,-124.30%,-
