Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2002
Market Capitalization,646,-,"1,067",751,905,653,842,728,445,371,263,Upgrade
Market Cap Growth,-,-,42.06%,-16.99%,38.65%,-22.50%,15.73%,63.45%,20.12%,40.94%,41.91%,Upgrade
Enterprise Value,-361,-579,207,130,526,226,501,547,176,175,56,Upgrade
PE Ratio,7.45,0,11.21,10.81,11.55,9.19,19.41,20.01,14.97,15.07,13.70,Upgrade
PS Ratio,2.54,0,5.51,4.17,5.30,4.00,6.24,6.69,5.05,4.89,4.08,Upgrade
PB Ratio,1.02,0,1.82,1.43,1.93,1.57,2.37,2.44,1.69,1.58,1.27,Upgrade
P/FCF Ratio,4.50,-,8.97,7.35,11.22,6.78,16.25,14.00,17.03,8.74,8.06,Upgrade
P/OCF Ratio,4.49,-,8.92,7.24,10.43,6.59,15.84,13.83,15.77,8.65,7.94,Upgrade
EV/Sales Ratio,-2.27,-2.27,1.07,0.72,3.08,1.39,3.71,5.03,1.99,2.32,0.87,Upgrade
EV/EBITDA Ratio,-2.54,-2.54,1.29,0.93,3.01,1.61,4.58,6.89,2.85,3.46,1.41,Upgrade
EV/EBIT Ratio,-2.56,-2.56,1.30,0.95,3.03,1.62,4.62,6.97,2.88,3.50,1.44,Upgrade
EV/FCF Ratio,-4.03,-4.03,1.74,1.27,6.52,2.35,9.66,10.52,6.72,4.14,1.73,Upgrade
Debt / Equity Ratio,9.19,9.19,9.31,8.79,8.85,9.12,9.62,9.81,8.84,7.74,7.55,Upgrade
Debt / EBITDA Ratio,0.74,0.74,1.06,0.85,0.68,0.71,0.96,1.58,0.43,0.39,0.50,Upgrade
Debt / FCF Ratio,1.18,1.18,1.43,1.15,1.48,1.04,2.03,2.41,1.02,0.47,0.61,Upgrade
Current Ratio,459.90,459.90,2093.94,805.49,227.92,105.78,169.33,161.21,247.06,262.32,382.96,Upgrade
Asset Turnover,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.03,0.03,0.04,0.04,Upgrade
Return on Equity (ROE),6.28%,20.44%,16.23%,13.22%,16.67%,17.04%,12.22%,12.20%,11.26%,10.46%,9.28%,Upgrade
Return on Assets (ROA),0.62%,2.01%,1.58%,1.35%,1.69%,1.68%,1.15%,1.13%,1.14%,1.20%,1.09%,Upgrade
Return on Capital (ROIC),1.16%,3.30%,2.84%,2.68%,3.36%,3.18%,2.03%,1.83%,1.80%,1.86%,1.82%,Upgrade
Earnings Yield,19.95%,-,8.92%,9.25%,8.66%,10.88%,5.15%,5.00%,6.68%,6.63%,7.30%,Upgrade
FCF Yield,22.20%,0.00%,11.15%,13.61%,8.91%,14.75%,6.15%,7.14%,5.87%,11.44%,12.41%,Upgrade
Dividend Yield,4.38%,-,2.01%,2.38%,2.02%,2.39%,1.31%,1.16%,1.42%,0.36%,0.00%,Upgrade
Payout Ratio,80.41%,19.51%,22.50%,25.79%,23.34%,22.01%,25.43%,23.20%,21.19%,5.48%,0.00%,Upgrade
Buyback Yield / Dilution,-,0.13%,1.16%,-0.00%,-3.91%,-3.61%,-2.26%,-0.42%,-1.91%,-0.88%,Upgrade,
Total Shareholder Return,4.38%,-,2.14%,3.55%,2.02%,-1.52%,-2.30%,-1.10%,0.99%,-1.55%,-0.88%,Upgrade
