Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,187,228,241,150,229,231,231,109,77,74,63,Upgrade
Market Cap Growth,-,-5.52%,61.39%,-34.78%,-0.72%,0.18%,110.98%,42.31%,3.43%,17.13%,50.00%,Upgrade
Enterprise Value,46,-87,-331,-152,86,82,82,30,30,47,14,Upgrade
PE Ratio,7.02,9.66,8.75,6.16,9.55,13.82,16.28,10.77,9.26,13.16,15.78,Upgrade
PS Ratio,2.48,3.35,3.50,2.32,3.50,4.48,4.73,2.62,2.00,2.16,1.91,Upgrade
PB Ratio,0.82,1.04,1.17,0.80,1.34,1.85,2.08,1.13,0.86,0.90,0.71,Upgrade
P/FCF Ratio,5.97,8.91,8.40,4.65,14.37,11.71,22.32,9.78,10.39,9.94,5.75,Upgrade
P/OCF Ratio,5.75,8.61,8.15,4.42,12.67,10.77,16.64,9.25,10.07,8.61,5.48,Upgrade
EV/Sales Ratio,0.61,-1.27,-4.80,-2.36,1.32,1.59,1.69,0.73,0.77,1.36,0.42,Upgrade
EV/EBITDA Ratio,1.27,-2.70,-8.93,-4.65,2.68,3.40,3.59,1.85,2.13,4.69,1.64,Upgrade
EV/EBIT Ratio,1.36,-2.93,-9.63,-5.02,2.89,3.67,3.88,2.02,2.37,5.42,1.91,Upgrade
EV/FCF Ratio,1.47,-3.38,-11.53,-4.73,5.41,4.17,7.98,2.72,4.00,6.28,1.26,Upgrade
Debt / Equity Ratio,0.01,0.01,0.04,0.07,-,-,-,0.31,0.50,0.54,0.50,Upgrade
Debt / EBITDA Ratio,0.05,0.06,0.20,0.39,-,-,-,1.83,3.25,4.50,5.30,Upgrade
Debt / FCF Ratio,0.06,0.08,0.26,0.39,-,-,-,2.68,6.09,6.02,4.08,Upgrade
Asset Turnover,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,Upgrade
Return on Equity (ROE),12.20%,11.00%,13.80%,13.40%,14.60%,14.00%,13.40%,10.80%,9.60%,7.00%,4.50%,Upgrade
Return on Assets (ROA),1.50%,1.30%,1.60%,1.70%,1.90%,1.70%,1.50%,1.20%,1.10%,0.80%,0.50%,Upgrade
Return on Capital (ROIC),2.20%,2.10%,2.80%,2.50%,2.80%,2.70%,2.60%,1.90%,1.70%,1.20%,1.10%,Upgrade
Earnings Yield,14.45%,10.35%,11.42%,16.22%,10.47%,7.24%,6.14%,9.29%,10.79%,7.60%,6.34%,Upgrade
FCF Yield,16.75%,11.22%,11.90%,21.51%,6.96%,8.54%,4.48%,10.22%,9.62%,10.06%,17.40%,Upgrade
Dividend Yield,4.40%,3.15%,3.56%,4.72%,2.84%,1.92%,1.60%,2.35%,2.20%,1.52%,1.00%,Upgrade
Payout Ratio,30.40%,30.60%,31.10%,29.20%,27.00%,26.30%,25.10%,25.00%,20.00%,19.50%,15.30%,Upgrade
Buyback Yield / Dilution,1.40%,1.25%,-0.52%,0.36%,-12.78%,-0.50%,-6.03%,1.60%,-0.11%,-0.01%,-,Upgrade
Total Shareholder Return,5.80%,4.39%,3.04%,5.08%,-9.94%,1.42%,-4.43%,3.95%,2.09%,1.51%,1.00%,Upgrade
