Year,Current,2022,2021
Market Capitalization,49,137,130
Market Cap Growth,-,5.61%,-
Enterprise Value,49,137,130
PE Ratio,67.19,69.79,45.30
PB Ratio,-16.18,-16.18,-10.23
P/FCF Ratio,-239.62,-239.62,-206.33
P/OCF Ratio,-239.62,-239.62,-206.33
EV/EBITDA Ratio,24.96,69.94,45.25
EV/EBIT Ratio,24.96,69.94,45.25
EV/FCF Ratio,-240.12,-240.12,-206.07
Debt / Equity Ratio,-0.04,-0.04,-0.01
Debt / EBITDA Ratio,0.16,0.16,0.06
Debt / FCF Ratio,-0.56,-0.56,-0.26
Current Ratio,0.02,0.02,1.04
Return on Equity (ROE),-23.80%,-23.80%,-65.40%
Return on Assets (ROA),2.30%,2.30%,3.60%
Return on Capital (ROIC),2.40%,2.40%,3.70%
Earnings Yield,4.03%,1.43%,2.21%
FCF Yield,-1.17%,-0.42%,-0.48%
Buyback Yield / Dilution,5.19%,5.19%,-
Total Shareholder Return,5.19%,5.19%,-
