Year,Current,2022,2021
Market Capitalization,320,310,303
Market Cap Growth,-,2.27%,-
Enterprise Value,320,310,302
PE Ratio,27.57,27.13,67.43
PB Ratio,-28.78,-28.78,-15.59
P/FCF Ratio,-328.79,-328.79,-249.66
P/OCF Ratio,-328.79,-328.79,-249.66
EV/EBITDA Ratio,26.30,25.43,67.26
EV/EBIT Ratio,26.30,25.43,67.26
EV/FCF Ratio,-328.65,-328.65,-249.04
Current Ratio,0.50,0.50,4.46
Return on Equity (ROE),-93.80%,-93.80%,-48.10%
Return on Assets (ROA),4.50%,4.50%,3.60%
Return on Capital (ROIC),4.80%,4.80%,3.60%
Earnings Yield,3.56%,3.69%,1.48%
FCF Yield,-0.29%,-0.30%,-0.40%
Buyback Yield / Dilution,-81.22%,-81.22%,-
Total Shareholder Return,-81.22%,-81.22%,-
