Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2001
Market Capitalization,"2,700","4,035","5,131","3,314","3,370","3,041","3,586","3,822","2,295","2,588","2,903",Upgrade
Market Cap Growth,-,-21.36%,54.86%,-1.66%,10.81%,-15.21%,-6.17%,66.57%,-11.34%,-10.83%,63.14%,Upgrade
Enterprise Value,"4,081","4,000","-1,831",708,"2,060","2,323","2,990","4,294","3,049","2,520","1,789",Upgrade
PE Ratio,6.47,9.35,14.54,11.57,13.83,15.55,14.51,24.07,19.77,21.45,21.67,Upgrade
PS Ratio,1.88,2.82,4.06,2.85,3.17,3.23,3.81,4.42,2.99,3.11,3.59,Upgrade
PB Ratio,0.96,1.51,1.63,1.10,1.29,1.37,1.64,1.95,1.21,1.58,1.93,Upgrade
P/FCF Ratio,5.13,5.57,10.18,10.29,12.34,12.51,12.24,15.45,14.41,12.56,11.19,Upgrade
P/OCF Ratio,4.69,5.24,9.61,8.87,9.91,10.28,10.98,12.89,10.83,10.54,9.83,Upgrade
EV/Sales Ratio,2.84,2.80,-1.45,0.61,1.93,2.47,3.18,4.96,3.97,3.03,2.22,Upgrade
EV/EBITDA Ratio,7.11,6.83,-3.78,1.76,6.02,8.42,8.42,16.62,15.20,11.86,7.83,Upgrade
EV/EBIT Ratio,7.88,7.52,-4.27,2.09,7.20,10.42,9.95,21.07,20.63,15.18,9.70,Upgrade
EV/FCF Ratio,7.75,5.52,-3.63,2.20,7.54,9.55,10.20,17.36,19.15,12.23,6.90,Upgrade
Debt / Equity Ratio,1.90,0.98,1.12,0.86,0.75,0.72,0.61,0.99,1.01,1.24,1.05,Upgrade
Debt / EBITDA Ratio,9.31,4.44,7.24,6.44,5.75,5.80,3.77,7.49,9.52,9.58,6.95,Upgrade
Debt / FCF Ratio,10.15,3.59,6.96,8.03,7.20,6.59,4.57,7.82,11.99,9.87,6.12,Upgrade
Asset Turnover,0.04,0.04,0.03,0.04,0.04,0.04,0.05,0.04,0.04,0.05,0.05,Upgrade
Return on Equity (ROE),15.70%,16.30%,11.50%,10.10%,9.70%,8.90%,11.80%,8.00%,6.30%,7.50%,9.80%,Upgrade
Return on Assets (ROA),1.10%,1.10%,0.90%,1.00%,1.00%,0.90%,1.20%,0.80%,0.60%,0.70%,0.80%,Upgrade
Return on Capital (ROIC),1.30%,1.40%,1.30%,1.20%,1.20%,1.00%,1.40%,1.00%,0.80%,1.00%,1.20%,Upgrade
Earnings Yield,15.49%,10.70%,6.88%,8.65%,7.23%,6.43%,6.89%,4.15%,5.06%,4.66%,4.62%,Upgrade
FCF Yield,19.50%,17.96%,9.83%,9.72%,8.11%,8.00%,8.17%,6.47%,6.94%,7.96%,8.94%,Upgrade
Dividend Yield,2.69%,1.80%,1.31%,1.82%,1.76%,1.91%,1.45%,1.28%,1.97%,1.60%,1.25%,Upgrade
Payout Ratio,17.30%,16.70%,18.90%,21.00%,24.20%,29.50%,20.70%,30.50%,38.60%,33.80%,26.80%,Upgrade
Buyback Yield / Dilution,0.18%,-0.02%,-0.82%,1.52%,1.37%,0.14%,-1.14%,-3.57%,-4.70%,-8.62%,-3.48%,Upgrade
Total Shareholder Return,2.87%,1.78%,0.49%,3.34%,3.13%,2.05%,0.30%,-2.29%,-2.73%,-7.02%,-2.22%,Upgrade
