Year,Current,2022,2021
Market Capitalization,300,294,250
Market Cap Growth,-,17.70%,-
Enterprise Value,300,294,248
PE Ratio,19.72,19.23,-295.58
PB Ratio,-33.64,-33.64,-11.10
P/FCF Ratio,-237.08,-237.08,-683401.64
P/OCF Ratio,-237.08,-237.08,-683401.64
EV/EBITDA Ratio,19.31,18.92,-292.62
EV/EBIT Ratio,19.31,18.92,-292.62
EV/FCF Ratio,-236.62,-236.62,-676559.74
Current Ratio,0.51,0.51,1.51
Return on Equity (ROE),-136.80%,-136.80%,-
Return on Assets (ROA),6.50%,6.50%,-
Return on Capital (ROIC),6.60%,6.60%,-
Earnings Yield,5.09%,5.20%,-0.34%
FCF Yield,-0.41%,-0.42%,-0.00%
Buyback Yield / Dilution,-298.45%,-298.45%,-
Total Shareholder Return,-298.45%,-298.45%,-
