Year,Current,2022,2021
Market Capitalization,204,99,-
Enterprise Value,203,98,0
PE Ratio,240.66,240.66,-
PB Ratio,-42.21,-42.21,-
P/FCF Ratio,-500.35,-500.35,-
P/OCF Ratio,-500.35,-500.35,-
EV/EBITDA Ratio,494.73,239.68,-44.17
EV/EBIT Ratio,494.73,239.68,-44.17
EV/FCF Ratio,-498.31,-498.31,-
Debt / Equity Ratio,-,-,6.77
Debt / EBITDA Ratio,-,-,-45.60
Current Ratio,2.57,2.57,1.15
Return on Equity (ROE),-37.00%,-37.00%,-
Return on Assets (ROA),1.10%,1.10%,-
Return on Capital (ROIC),1.10%,1.10%,-
Earnings Yield,0.20%,0.42%,-
FCF Yield,-0.10%,-0.20%,-
Buyback Yield / Dilution,-161.25%,-161.25%,-
Total Shareholder Return,-161.25%,-161.25%,-
