Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,404,811,977,773,933,822,917,960,672,672,618,Upgrade
Market Cap Growth,-,-17.01%,26.28%,-17.13%,13.54%,-10.36%,-4.44%,42.83%,-0.02%,8.76%,43.45%,Upgrade
Enterprise Value,"1,246","1,727",998,"1,228","1,994","1,705","1,651","1,725",980,"1,025",847,Upgrade
PE Ratio,5.87,11.34,12.74,11.10,13.53,12.04,20.02,20.69,15.46,16.46,17.09,Upgrade
PS Ratio,1.86,3.69,4.18,3.61,4.69,4.26,5.05,5.65,4.17,4.29,4.08,Upgrade
PB Ratio,0.87,1.79,1.73,1.45,1.85,1.83,2.22,2.46,1.79,1.94,1.87,Upgrade
P/FCF Ratio,5.11,7.59,10.04,23.39,13.24,10.42,16.20,16.94,14.36,-260.68,7.89,Upgrade
P/OCF Ratio,4.73,7.17,9.69,21.20,12.71,9.92,15.44,16.06,12.86,253.78,7.74,Upgrade
EV/Sales Ratio,5.73,7.86,4.27,5.72,10.02,8.84,9.09,10.15,6.08,6.54,5.59,Upgrade
EV/EBITDA Ratio,13.74,18.13,9.76,13.19,21.61,18.78,20.13,23.41,14.28,16.11,14.95,Upgrade
EV/EBIT Ratio,14.45,18.99,10.19,13.79,22.65,19.71,21.30,25.09,15.24,17.13,16.07,Upgrade
EV/FCF Ratio,15.75,16.16,10.26,37.12,28.28,21.62,29.17,30.46,20.96,-397.44,10.81,Upgrade
Debt / Equity Ratio,2.10,2.28,0.35,1.21,2.37,2.17,1.97,2.23,1.07,1.24,0.94,Upgrade
Debt / EBITDA Ratio,10.77,10.83,1.92,6.96,12.93,10.72,9.92,11.83,5.85,6.74,5.49,Upgrade
Debt / FCF Ratio,12.34,9.66,2.02,19.60,16.92,12.34,14.38,15.39,8.59,-166.40,3.97,Upgrade
Asset Turnover,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,Upgrade
Return on Equity (ROE),14.80%,15.20%,13.90%,13.30%,14.10%,16.00%,11.20%,11.90%,11.90%,11.90%,11.50%,Upgrade
Return on Assets (ROA),1.00%,1.10%,1.30%,1.20%,1.30%,1.40%,1.00%,1.10%,1.20%,1.20%,1.20%,Upgrade
Return on Capital (ROIC),1.20%,1.40%,1.60%,1.40%,1.40%,1.60%,1.50%,1.50%,1.60%,1.70%,1.60%,Upgrade
Earnings Yield,16.78%,8.82%,7.85%,9.01%,7.39%,8.31%,5.00%,4.83%,6.47%,6.07%,5.85%,Upgrade
FCF Yield,19.56%,13.18%,9.96%,4.28%,7.56%,9.60%,6.17%,5.90%,6.96%,-0.38%,12.68%,Upgrade
Dividend Yield,9.59%,4.67%,3.75%,4.61%,3.73%,3.72%,2.91%,2.62%,3.45%,3.06%,2.78%,Upgrade
Payout Ratio,55.80%,52.70%,47.40%,50.90%,50.30%,44.60%,57.90%,53.70%,52.90%,50.00%,47.20%,Upgrade
Buyback Yield / Dilution,1.78%,0.42%,-0.30%,0.07%,-0.13%,-0.31%,-0.76%,-0.83%,-1.16%,-1.25%,-1.60%,Upgrade
Total Shareholder Return,11.37%,5.10%,3.45%,4.68%,3.60%,3.42%,2.16%,1.79%,2.30%,1.81%,1.17%,Upgrade
