Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2001
Market Capitalization,52,65,71,60,81,108,119,180,143,119,55,Upgrade
Market Cap Growth,-,-8.47%,17.69%,-25.72%,-25.04%,-8.93%,-33.92%,25.53%,20.02%,115.41%,237.35%,Upgrade
Enterprise Value,34,46,56,51,74,104,129,206,175,138,64,Upgrade
PE Ratio,10.48,10.48,8.97,7.68,7.35,5.25,7.95,12.51,12.57,15.56,11.49,Upgrade
PS Ratio,2.06,2.19,2.16,1.80,1.90,1.98,2.24,3.50,3.20,3.46,2.28,Upgrade
PB Ratio,0.60,0.75,0.85,0.77,1.07,1.52,2.30,4.81,6.20,3.19,1.86,Upgrade
P/FCF Ratio,7.65,7.68,6.99,5.76,5.71,5.11,6.04,9.98,10.09,12.86,9.38,Upgrade
P/OCF Ratio,7.41,7.49,6.82,5.67,5.63,5.02,5.98,9.88,9.91,12.67,8.99,Upgrade
EV/Sales Ratio,1.34,1.55,1.71,1.51,1.73,1.91,2.44,4.01,3.91,4.01,2.63,Upgrade
EV/EBITDA Ratio,3.75,4.47,5.04,4.34,4.45,4.20,5.22,8.60,8.72,9.62,7.09,Upgrade
EV/EBIT Ratio,3.84,4.56,5.15,4.43,4.51,4.24,5.26,8.67,8.84,9.78,7.24,Upgrade
EV/FCF Ratio,4.97,5.43,5.53,4.84,5.20,4.93,6.56,11.46,12.34,14.92,10.81,Upgrade
Debt / Equity Ratio,0.45,0.46,0.01,0.00,0.23,0.31,0.50,0.81,1.52,0.71,0.57,Upgrade
Debt / EBITDA Ratio,4.36,3.85,0.09,0.03,1.05,0.87,1.05,1.26,1.74,1.86,1.87,Upgrade
Debt / FCF Ratio,5.76,4.68,0.10,0.03,1.22,1.03,1.32,1.68,2.47,2.88,2.86,Upgrade
Current Ratio,23.13,13.07,3.54,2.63,2.55,2.56,1.78,0.90,0.92,1.64,0.94,Upgrade
Asset Turnover,0.18,0.21,0.33,0.34,0.39,0.53,0.58,0.65,0.58,0.48,0.42,Upgrade
Return on Equity (ROE),5.80%,7.20%,9.70%,10.20%,14.70%,31.40%,32.10%,44.90%,30.60%,22.50%,17.30%,Upgrade
Return on Assets (ROA),3.50%,4.40%,8.00%,8.10%,10.10%,20.00%,16.40%,18.00%,14.80%,10.60%,8.30%,Upgrade
Return on Capital (ROIC),22.00%,24.90%,724.80%,336.50%,113.00%,128.90%,99.40%,79.10%,78.50%,55.00%,58.40%,Upgrade
Earnings Yield,9.52%,9.54%,11.15%,13.02%,13.61%,19.06%,12.58%,7.99%,7.96%,6.43%,8.70%,Upgrade
FCF Yield,13.07%,13.02%,14.30%,17.36%,17.50%,19.58%,16.56%,10.02%,9.91%,7.77%,10.66%,Upgrade
Dividend Yield,7.95%,6.41%,5.75%,6.74%,4.48%,2.74%,1.92%,0.86%,0.96%,0.55%,1.64%,Upgrade
Payout Ratio,82.10%,66.30%,51.40%,51.40%,32.90%,14.20%,15.10%,10.60%,11.90%,8.50%,18.80%,Upgrade
Buyback Yield / Dilution,-0.83%,-2.01%,-0.41%,5.05%,1.51%,-1.29%,-0.94%,13.68%,-1.08%,-1.49%,-0.97%,Upgrade
Total Shareholder Return,7.12%,4.40%,5.34%,11.79%,5.99%,1.45%,0.98%,14.54%,-0.13%,-0.94%,0.66%,Upgrade
