Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2006
Market Capitalization,228,263,296,195,342,369,456,506,698,611,694,Upgrade
Market Cap Growth,-,-11.21%,52.11%,-43.09%,-7.35%,-19.08%,-9.88%,-27.51%,14.16%,-11.94%,-6.54%,Upgrade
Enterprise Value,487,507,481,351,641,542,634,831,"1,048","1,049","1,154",Upgrade
PE Ratio,31.40,75.34,4.45,-1.87,-49.63,-40.26,21.81,-6.00,18.07,4.45,7.47,Upgrade
PS Ratio,3.53,4.54,6.40,2.90,4.38,4.40,4.68,4.31,5.39,4.55,5.27,Upgrade
PB Ratio,0.71,0.83,0.85,0.62,0.79,0.76,0.80,0.85,0.93,0.78,0.98,Upgrade
P/FCF Ratio,-3.99,-10.96,-526.77,1.14,-4.45,4.50,2.29,5.07,4.46,6.77,-15.55,Upgrade
P/OCF Ratio,-3.99,-10.96,-526.77,1.14,-4.45,4.50,2.29,5.07,4.46,6.77,-15.55,Upgrade
EV/Sales Ratio,7.55,8.75,10.39,5.24,8.20,6.46,6.51,7.08,8.10,7.81,8.76,Upgrade
EV/EBITDA Ratio,75.15,145.38,7.23,-3.38,-93.03,-59.13,30.31,-9.86,27.13,7.64,12.41,Upgrade
EV/EBIT Ratio,75.15,145.38,7.23,-3.38,-93.03,-59.13,30.31,-9.86,27.13,7.64,12.41,Upgrade
EV/FCF Ratio,-8.12,-21.14,-855.64,2.06,-8.34,6.60,3.18,8.33,6.70,11.62,-25.84,Upgrade
Debt / Equity Ratio,0.83,0.80,0.56,0.57,0.72,0.38,0.36,0.56,0.48,0.57,0.67,Upgrade
Debt / EBITDA Ratio,40.79,72.77,2.97,-1.74,-45.53,-20.34,9.89,-3.98,9.39,3.27,5.14,Upgrade
Debt / FCF Ratio,-4.21,-10.58,-351.58,1.06,-4.08,2.27,1.04,3.36,2.32,4.96,-10.71,Upgrade
Asset Turnover,0.11,0.10,0.08,0.11,0.10,0.11,0.11,0.11,0.11,0.11,0.11,Upgrade
Return on Equity (ROE),2.00%,1.00%,19.40%,-31.60%,-1.50%,-1.70%,3.50%,-13.20%,4.90%,18.50%,13.30%,Upgrade
Return on Assets (ROA),1.10%,0.60%,12.10%,-16.70%,-0.90%,-1.20%,2.30%,-8.20%,3.20%,11.40%,8.00%,Upgrade
Return on Capital (ROIC),0.80%,0.40%,9.20%,-11.60%,-0.70%,-0.90%,1.80%,-6.10%,2.50%,8.80%,6.10%,Upgrade
Earnings Yield,2.84%,1.33%,22.47%,-53.39%,-2.02%,-2.48%,4.59%,-16.66%,5.54%,22.45%,13.40%,Upgrade
FCF Yield,-27.54%,-9.13%,-0.19%,87.72%,-22.46%,22.24%,43.64%,19.72%,22.42%,14.77%,-6.43%,Upgrade
Dividend Yield,12.74%,12.34%,12.32%,19.63%,16.07%,17.25%,14.36%,13.73%,10.17%,12.29%,12.39%,Upgrade
Payout Ratio,400.00%,800.00%,44.40%,-29.50%,-640.00%,-553.80%,248.30%,-72.40%,161.50%,48.40%,83.20%,Upgrade
Buyback Yield / Dilution,20.09%,11.09%,-5.01%,-1.12%,2.87%,2.82%,-10.01%,2.15%,-0.04%,-2.08%,-12.35%,Upgrade
Total Shareholder Return,32.83%,23.43%,7.31%,18.51%,18.94%,20.06%,4.35%,15.88%,10.12%,10.21%,0.04%,Upgrade
