Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,"2,429","3,589","3,209","2,463","2,439","1,700","2,066","2,099","1,393","1,141","1,055",Upgrade
Market Cap Growth,-,11.82%,30.27%,1.01%,43.49%,-17.71%,-1.59%,50.67%,22.08%,8.20%,93.56%,Upgrade
Enterprise Value,"2,013","3,975","1,138","1,182","2,136","1,800","2,427","2,771","1,763","1,355","1,129",Upgrade
PE Ratio,8.08,13.33,12.28,15.47,13.23,10.31,30.72,20.86,19.48,16.99,4.04,Upgrade
PS Ratio,2.80,4.34,4.31,4.27,4.35,3.26,4.69,5.19,4.27,4.23,5.04,Upgrade
PB Ratio,0.79,1.33,1.44,1.23,1.49,1.17,1.59,1.95,1.37,1.54,1.33,Upgrade
P/FCF Ratio,5.42,6.25,9.52,17.46,17.47,6.57,10.93,16.45,12.85,11.72,5.63,Upgrade
P/OCF Ratio,4.89,5.91,8.93,15.52,15.84,6.30,9.93,15.00,12.28,11.49,5.50,Upgrade
EV/Sales Ratio,2.32,4.81,1.53,2.05,3.81,3.45,5.51,6.85,5.40,5.02,5.40,Upgrade
EV/EBITDA Ratio,4.85,10.08,3.38,6.03,8.18,7.32,12.15,14.36,12.82,10.66,18.41,Upgrade
EV/EBIT Ratio,5.48,11.43,3.35,5.78,9.00,8.38,14.09,17.00,15.34,12.65,32.30,Upgrade
EV/FCF Ratio,4.49,6.92,3.38,8.37,15.31,6.95,12.84,21.71,16.26,13.91,6.02,Upgrade
Debt / Equity Ratio,0.12,0.38,0.11,0.16,0.13,0.29,0.52,0.83,0.60,0.55,0.38,Upgrade
Debt / EBITDA Ratio,0.87,2.62,0.73,1.67,0.81,1.74,3.38,4.61,4.44,3.20,4.94,Upgrade
Debt / FCF Ratio,0.81,1.80,0.73,2.32,1.52,1.65,3.57,6.97,5.63,4.17,1.62,Upgrade
Asset Turnover,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,Upgrade
Return on Equity (ROE),10.20%,10.10%,12.40%,8.60%,11.70%,11.80%,5.70%,9.50%,7.90%,9.30%,34.00%,Upgrade
Return on Assets (ROA),1.20%,1.10%,1.30%,1.00%,1.40%,1.30%,0.60%,1.00%,0.80%,0.90%,3.60%,Upgrade
Return on Capital (ROIC),1.60%,1.50%,1.90%,1.40%,1.90%,1.70%,1.50%,1.50%,1.30%,1.40%,0.50%,Upgrade
Earnings Yield,11.67%,7.50%,8.14%,6.47%,7.56%,9.70%,3.26%,4.79%,5.13%,5.89%,24.75%,Upgrade
FCF Yield,18.44%,16.01%,10.50%,5.73%,5.72%,15.23%,9.15%,6.08%,7.78%,8.53%,17.77%,Upgrade
Dividend Yield,4.17%,2.56%,2.14%,2.43%,2.22%,2.72%,1.35%,1.03%,1.03%,0.58%,-,Upgrade
Payout Ratio,33.70%,34.10%,26.30%,37.70%,29.40%,28.00%,41.30%,21.40%,20.20%,9.90%,0.00%,Upgrade
Buyback Yield / Dilution,-8.47%,-21.21%,-5.82%,-4.44%,-0.05%,-8.75%,-1.87%,-9.81%,-8.09%,-2.97%,-1.71%,Upgrade
Total Shareholder Return,-4.30%,-18.65%,-3.68%,-2.01%,2.18%,-6.03%,-0.52%,-8.78%,-7.06%,-2.38%,-1.71%,Upgrade
