Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1993
Market Capitalization,"4,115","4,064","4,552","4,523","4,448","3,596","3,900","3,827","2,890","2,935","2,310",Upgrade
Market Cap Growth,-,-10.73%,0.65%,1.68%,23.69%,-7.80%,1.91%,32.43%,-1.55%,27.09%,24.37%,Upgrade
Enterprise Value,"4,787","4,563","4,151","4,523","4,668","3,475","3,334","3,182","2,195","1,757","1,721",Upgrade
PE Ratio,-20.39,-4.49,9.07,2.63,4.93,-22.15,12.52,14.45,13.12,13.73,11.07,Upgrade
PS Ratio,-29.99,-3.84,5.77,1.70,2.03,5.81,3.54,3.37,3.20,4.13,5.55,Upgrade
PB Ratio,0.84,0.82,0.72,0.68,0.92,0.92,1.24,1.37,1.15,1.27,1.32,Upgrade
P/FCF Ratio,4.23,15.81,1.20,1.62,3.12,-25.40,-11.37,-18.88,-10.90,5.40,-37.02,Upgrade
P/OCF Ratio,4.23,15.81,1.20,1.62,3.12,-25.40,-11.37,-18.88,-10.90,5.40,-37.02,Upgrade
EV/Sales Ratio,-35.04,-4.31,5.26,1.70,2.13,5.61,3.03,2.80,2.43,2.47,4.13,Upgrade
EV/EBITDA Ratio,-86.65,-6.13,5.86,2.38,4.50,-36.21,9.03,8.96,7.48,6.36,5.57,Upgrade
EV/EBIT Ratio,-52.95,-5.75,6.55,2.46,4.65,-27.10,10.01,9.93,8.70,7.56,6.71,Upgrade
EV/FCF Ratio,4.94,17.75,1.09,1.62,3.28,-24.54,-9.72,-15.70,-8.28,3.23,-27.58,Upgrade
Debt / Equity Ratio,0.38,0.37,0.27,0.21,0.25,0.22,0.21,0.24,0.24,0.14,0.26,Upgrade
Debt / EBITDA Ratio,-33.27,-2.46,2.39,0.72,1.15,-8.98,1.75,1.90,2.05,1.16,1.46,Upgrade
Debt / FCF Ratio,1.89,7.12,0.44,0.49,0.84,-6.08,-1.88,-3.32,-2.26,0.59,-7.25,Upgrade
Asset Turnover,-0.01,-0.05,0.03,0.13,0.12,0.04,0.08,0.09,0.08,0.07,0.05,Upgrade
Return on Equity (ROE),-4.30%,-18.80%,7.60%,31.40%,19.80%,-4.40%,10.40%,9.80%,9.10%,9.80%,12.80%,Upgrade
Return on Assets (ROA),-0.90%,-4.00%,2.10%,8.20%,4.90%,-1.00%,2.10%,2.10%,1.80%,2.20%,2.50%,Upgrade
Return on Capital (ROIC),-0.40%,-3.40%,2.60%,8.70%,5.40%,-0.90%,2.40%,2.70%,2.30%,2.70%,3.40%,Upgrade
Earnings Yield,-4.88%,-22.30%,11.03%,38.10%,20.28%,-4.51%,7.99%,6.92%,7.62%,7.28%,9.03%,Upgrade
FCF Yield,23.66%,6.32%,83.50%,61.60%,32.01%,-3.94%,-8.80%,-5.30%,-9.18%,18.53%,-2.70%,Upgrade
Buyback Yield / Dilution,3.85%,13.93%,7.75%,-0.20%,-4.17%,-7.05%,-0.41%,-0.20%,-3.91%,-11.82%,-0.39%,Upgrade
Total Shareholder Return,3.85%,13.93%,7.75%,-0.20%,-4.17%,-7.05%,-0.41%,-0.20%,-3.91%,-11.82%,-0.39%,Upgrade
