Year,Current,2022,2021
Market Capitalization,150,145,141
Market Cap Growth,-,2.95%,-
Enterprise Value,149,145,140
PE Ratio,-100.76,-100.76,-379.92
PB Ratio,-18.25,-18.25,-25.63
P/FCF Ratio,-141.73,-141.73,-234.65
P/OCF Ratio,-141.73,-141.73,-234.65
EV/EBITDA Ratio,-123.37,-123.37,-376.39
EV/EBIT Ratio,-123.37,-123.37,-376.39
EV/FCF Ratio,-141.14,-141.14,-232.47
Current Ratio,2.92,2.92,7.59
Return on Equity (ROE),20.10%,20.10%,-
Return on Assets (ROA),-1.20%,-1.20%,-
Return on Capital (ROIC),-1.00%,-1.00%,-
Earnings Yield,-0.96%,-0.99%,-0.26%
FCF Yield,-0.68%,-0.71%,-0.43%
Buyback Yield / Dilution,-191.59%,-191.59%,-
Total Shareholder Return,-191.59%,-191.59%,-
