Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1996
Market Capitalization,449,623,292,299,224,189,170,160,142,143,92,Upgrade
Market Cap Growth,-,113.21%,-2.06%,33.35%,18.51%,11.25%,6.09%,12.69%,-0.77%,54.79%,-23.22%,Upgrade
Enterprise Value,395,573,258,276,196,165,147,143,127,128,79,Upgrade
PE Ratio,25.32,26.17,12.56,19.98,18.64,12.82,16.38,21.95,19.48,21.15,13.97,Upgrade
PS Ratio,11.20,15.38,7.24,7.41,6.18,5.27,3.98,4.63,4.00,3.94,2.58,Upgrade
PB Ratio,5.46,7.83,4.36,5.58,4.71,4.34,4.49,4.63,4.12,4.30,2.80,Upgrade
P/FCF Ratio,23.69,25.31,18.01,21.72,19.69,19.89,12.21,3811.17,-124.93,178.93,-57.08,Upgrade
P/OCF Ratio,23.65,25.29,17.82,21.72,19.48,19.07,42.08,79.87,100.95,41.05,79.18,Upgrade
EV/Sales Ratio,9.85,14.14,6.38,6.85,5.39,4.60,3.44,4.15,3.56,3.53,2.20,Upgrade
EV/EBITDA Ratio,15.70,17.92,8.17,13.20,11.72,12.68,7.29,10.37,9.58,10.45,6.55,Upgrade
EV/EBIT Ratio,16.58,18.70,8.52,13.37,11.99,13.88,9.47,14.32,12.06,12.59,7.52,Upgrade
EV/FCF Ratio,20.83,23.26,15.88,20.09,17.20,17.38,10.55,3412.15,-111.29,160.16,-48.74,Upgrade
Debt / Equity Ratio,0.08,0.09,0.16,0.22,-,-,-,-,-,-,-,Upgrade
Debt / EBITDA Ratio,0.26,0.23,0.34,0.56,-,-,-,-,-,-,-,Upgrade
Debt / FCF Ratio,0.34,0.30,0.66,0.85,-,-,-,-,-,-,-,Upgrade
Current Ratio,2.85,2.58,1.84,1.51,1.24,1.07,1.05,0.76,0.72,0.68,0.61,Upgrade
Asset Turnover,0.31,0.32,0.35,0.39,0.41,0.41,0.49,0.40,0.41,0.43,0.43,Upgrade
Return on Equity (ROE),22.20%,31.10%,37.80%,28.60%,25.80%,35.70%,27.00%,21.00%,21.20%,20.50%,20.20%,Upgrade
Return on Assets (ROA),13.90%,18.80%,20.30%,14.30%,13.60%,16.90%,11.80%,8.50%,8.40%,8.00%,8.00%,Upgrade
Return on Capital (ROIC),25.10%,37.00%,34.70%,24.10%,27.60%,20.80%,31.00%,22.40%,21.80%,21.60%,24.40%,Upgrade
Earnings Yield,3.97%,3.82%,7.96%,5.01%,5.36%,7.80%,6.10%,4.55%,5.13%,4.73%,7.16%,Upgrade
FCF Yield,4.22%,3.95%,5.55%,4.60%,5.08%,5.03%,8.19%,0.03%,-0.80%,0.56%,-1.75%,Upgrade
Dividend Yield,2.16%,1.39%,2.79%,2.62%,3.33%,4.78%,3.95%,3.97%,4.15%,4.12%,6.42%,Upgrade
Payout Ratio,53.20%,36.40%,35.00%,52.30%,62.10%,61.20%,64.50%,86.70%,81.10%,87.00%,89.60%,Upgrade
Buyback Yield / Dilution,0.87%,0.55%,0.52%,0.38%,0.20%,0.19%,0.61%,0.33%,0.26%,0.50%,0.33%,Upgrade
Total Shareholder Return,3.03%,1.94%,3.31%,3.00%,3.53%,4.97%,4.56%,4.30%,4.40%,4.63%,6.75%,Upgrade
