Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2001
Market Capitalization,"36,795","33,604","37,034","37,508","43,157","30,194","44,254","37,100","29,782","37,649","38,350",Upgrade
Market Cap Growth,-,-9.26%,-1.26%,-13.09%,42.93%,-31.77%,19.28%,24.57%,-20.90%,-1.83%,54.45%,Upgrade
Enterprise Value,"26,976","23,919","29,312","29,401","37,717","27,987","42,199","35,114","24,003","23,536","30,332",Upgrade
PE Ratio,7.12,6.55,6.88,8.39,10.41,8.80,28.96,17.84,19.86,12.96,13.60,Upgrade
PS Ratio,2.93,2.69,0.77,0.61,0.71,1.05,0.97,0.94,1.20,0.80,2.19,Upgrade
PB Ratio,0.90,0.82,0.81,0.91,1.15,0.89,1.37,1.19,1.00,1.31,1.43,Upgrade
P/FCF Ratio,2.83,2.60,2.05,2.39,2.75,2.12,3.17,2.93,3.97,4.05,4.29,Upgrade
P/OCF Ratio,2.83,2.60,2.05,2.39,2.75,2.12,3.17,2.93,3.97,4.05,4.29,Upgrade
EV/Sales Ratio,2.16,1.91,0.61,0.48,0.62,0.97,0.92,0.88,0.96,0.50,1.73,Upgrade
EV/EBITDA Ratio,3.44,3.05,3.81,4.21,5.98,5.07,13.29,9.77,7.90,4.74,6.23,Upgrade
EV/EBIT Ratio,3.62,3.21,4.02,4.55,6.47,5.63,15.43,11.40,9.17,5.16,6.79,Upgrade
EV/FCF Ratio,2.08,1.85,1.62,1.87,2.41,1.97,3.02,2.77,3.20,2.53,3.40,Upgrade
Debt / Equity Ratio,0.10,0.10,0.22,0.30,0.27,0.29,0.33,0.30,0.24,0.14,0.18,Upgrade
Debt / EBITDA Ratio,0.55,0.55,1.29,1.78,1.59,1.78,3.30,2.58,2.36,0.81,0.98,Upgrade
Debt / FCF Ratio,0.33,0.33,0.55,0.79,0.64,0.69,0.75,0.73,0.95,0.43,0.54,Upgrade
Asset Turnover,0.02,0.02,0.07,0.09,0.10,0.05,0.08,0.07,0.05,0.10,0.04,Upgrade
Return on Equity (ROE),12.60%,12.60%,12.60%,10.70%,11.10%,10.50%,4.60%,6.70%,5.30%,10.70%,11.30%,Upgrade
Return on Assets (ROA),0.80%,0.80%,0.80%,0.70%,0.70%,0.60%,0.30%,0.40%,0.30%,0.60%,0.60%,Upgrade
Return on Capital (ROIC),1.20%,1.20%,1.10%,1.00%,1.00%,0.90%,0.50%,0.60%,0.50%,1.00%,1.00%,Upgrade
Earnings Yield,14.00%,15.28%,14.53%,11.92%,9.60%,11.36%,3.45%,5.61%,5.04%,7.71%,7.35%,Upgrade
FCF Yield,35.31%,38.52%,48.85%,41.92%,36.33%,47.07%,31.58%,34.13%,25.19%,24.70%,23.29%,Upgrade
Dividend Yield,5.24%,5.70%,4.91%,5.91%,4.63%,4.98%,3.02%,3.13%,3.50%,2.70%,2.58%,Upgrade
Payout Ratio,37.90%,37.90%,33.70%,45.70%,44.50%,40.70%,81.70%,52.80%,68.40%,32.90%,33.20%,Upgrade
Buyback Yield / Dilution,3.01%,3.01%,7.74%,1.04%,0.04%,-0.30%,-1.90%,-4.72%,-0.81%,-1.47%,-7.27%,Upgrade
Total Shareholder Return,8.24%,8.71%,12.64%,6.96%,4.67%,4.67%,1.12%,-1.59%,2.69%,1.23%,-4.69%,Upgrade
