Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2010
Market Capitalization,221,258,275,232,284,160,201,110,84,59,56,Upgrade
Market Cap Growth,-,-6.43%,18.48%,-18.18%,77.26%,-20.10%,82.43%,30.47%,42.68%,6.27%,32.23%,Upgrade
Enterprise Value,232,454,335,310,317,252,181,81,156,56,31,Upgrade
PE Ratio,7.28,8.69,7.36,5.92,12.50,6.58,14.24,10.47,9.49,13.01,14.18,Upgrade
PS Ratio,1.88,2.22,2.23,2.00,3.14,2.07,3.11,2.00,1.94,1.94,2.11,Upgrade
PB Ratio,0.95,1.11,1.11,1.01,1.42,0.89,1.64,1.36,1.12,0.90,0.89,Upgrade
P/FCF Ratio,2.24,1.41,2.57,-6.90,42.31,9.08,14.26,-15703.75,-9.83,-12.05,13.79,Upgrade
P/OCF Ratio,2.19,1.39,2.53,-7.19,30.95,7.47,13.29,30.64,-11.93,-14.66,9.11,Upgrade
EV/Sales Ratio,1.90,3.91,2.71,2.66,3.51,3.26,2.80,1.47,3.59,1.84,1.18,Upgrade
EV/EBITDA Ratio,4.48,8.90,5.35,4.88,7.91,7.46,7.38,3.79,9.64,6.08,3.82,Upgrade
EV/EBIT Ratio,5.99,12.27,7.07,6.21,11.28,8.83,8.79,5.01,11.34,8.65,5.24,Upgrade
EV/FCF Ratio,2.25,2.48,3.13,-9.19,47.26,14.31,12.86,-11531.03,-18.19,-11.43,7.73,Upgrade
Debt / Equity Ratio,0.27,1.05,0.39,0.79,0.50,0.82,0.14,0.28,1.44,0.26,0.27,Upgrade
Debt / EBITDA Ratio,1.25,4.75,1.54,2.85,2.49,4.35,0.71,1.06,6.71,1.85,2.04,Upgrade
Debt / FCF Ratio,0.63,1.32,0.90,-5.37,14.89,8.33,1.24,-3213.57,-12.66,-3.48,4.14,Upgrade
Asset Turnover,0.05,0.05,0.06,0.06,0.05,0.06,0.07,0.07,0.07,0.07,0.07,Upgrade
Return on Equity (ROE),13.50%,13.00%,15.40%,18.30%,11.80%,17.10%,13.60%,13.50%,12.30%,7.10%,6.40%,Upgrade
Return on Assets (ROA),1.20%,1.20%,1.70%,2.00%,1.40%,2.00%,1.50%,1.30%,1.50%,1.00%,1.00%,Upgrade
Return on Capital (ROIC),1.40%,1.40%,2.10%,2.40%,1.70%,2.20%,2.30%,2.10%,2.20%,1.40%,1.60%,Upgrade
Earnings Yield,13.44%,11.51%,13.59%,16.90%,8.00%,15.19%,7.02%,9.55%,10.53%,7.69%,7.05%,Upgrade
FCF Yield,44.72%,71.17%,38.87%,-14.50%,2.36%,11.01%,7.02%,-0.01%,-10.18%,-8.30%,7.25%,Upgrade
Dividend Yield,3.11%,2.69%,1.65%,1.53%,1.02%,1.24%,0.79%,1.03%,1.04%,1.26%,0.87%,Upgrade
Payout Ratio,23.90%,24.00%,12.40%,9.20%,12.70%,8.10%,9.50%,10.20%,9.10%,15.10%,11.60%,Upgrade
Buyback Yield / Dilution,4.38%,5.90%,3.47%,4.76%,-19.16%,-1.69%,-20.18%,5.66%,-0.17%,0.14%,-,Upgrade
Total Shareholder Return,7.53%,8.59%,5.12%,6.29%,-18.14%,-0.45%,-19.40%,6.69%,0.87%,1.40%,0.87%,Upgrade
