Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2010
Market Capitalization,612,921,"2,119",575,746,577,801,987,732,520,505,Upgrade
Market Cap Growth,-,-56.51%,268.80%,-22.96%,29.31%,-27.97%,-18.85%,34.83%,40.65%,2.97%,88.76%,Upgrade
Enterprise Value,923,"1,571","2,781","5,702","2,226","2,182","2,717","1,870","2,358","1,965","1,057",Upgrade
PE Ratio,3.34,4.22,7.06,4.85,11.50,10.08,12.44,14.26,13.05,12.04,15.45,Upgrade
PS Ratio,1.07,1.55,2.88,1.42,2.59,1.85,2.36,3.26,3.60,3.21,4.06,Upgrade
PB Ratio,0.43,0.66,1.55,0.51,0.71,0.60,0.87,1.15,1.32,1.17,1.31,Upgrade
P/FCF Ratio,-2.60,-7.27,8.53,4.66,26.44,9.86,21.16,11.48,11.50,-0.96,0.70,Upgrade
P/OCF Ratio,-4.87,-44.25,7.81,3.78,9.53,5.92,12.87,10.79,10.99,-0.96,0.70,Upgrade
EV/Sales Ratio,1.61,2.64,3.78,14.09,7.72,7.01,8.00,6.17,11.59,12.11,8.50,Upgrade
EV/EBITDA Ratio,3.15,4.93,6.57,28.82,18.65,20.74,20.17,14.33,25.49,29.00,19.78,Upgrade
EV/EBIT Ratio,3.50,5.39,6.92,31.80,21.06,23.97,21.93,15.01,26.64,30.62,21.01,Upgrade
EV/FCF Ratio,-3.98,-12.40,11.20,46.27,78.91,37.31,71.80,21.75,37.05,-3.61,1.47,Upgrade
Debt / Equity Ratio,1.66,0.79,0.86,5.21,1.61,1.74,2.24,1.34,3.41,4.10,2.03,Upgrade
Debt / EBITDA Ratio,8.04,3.47,2.79,29.42,14.19,15.85,15.31,8.80,20.44,26.80,14.69,Upgrade
Debt / FCF Ratio,-10.48,-8.73,4.75,47.23,60.01,28.52,54.51,13.35,29.71,-3.34,1.09,Upgrade
Asset Turnover,0.03,0.03,0.04,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,Upgrade
Return on Equity (ROE),13.90%,15.80%,23.60%,11.40%,6.40%,6.10%,7.10%,9.50%,10.80%,10.30%,9.10%,Upgrade
Return on Assets (ROA),0.90%,1.10%,1.60%,0.70%,0.60%,0.50%,0.60%,0.70%,0.70%,0.70%,0.90%,Upgrade
Return on Capital (ROIC),1.20%,1.40%,1.90%,0.80%,0.80%,0.70%,1.00%,1.20%,1.00%,0.90%,1.20%,Upgrade
Earnings Yield,31.65%,23.70%,14.17%,20.63%,8.70%,9.92%,8.04%,7.01%,7.67%,8.31%,6.47%,Upgrade
FCF Yield,-36.75%,-13.75%,11.72%,21.45%,3.78%,10.14%,4.73%,8.71%,8.70%,-104.52%,142.14%,Upgrade
Dividend Yield,-,-,10.62%,-,-,-,-,-,-,-,Upgrade,
Payout Ratio,0.00%,0.00%,0.00%,51.40%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,4.08%,-0.32%,-2.57%,-0.90%,1.16%,-2.86%,-11.84%,-2.46%,-0.55%,1.58%,-33.77%,Upgrade
Total Shareholder Return,4.08%,-0.32%,-2.57%,9.72%,1.16%,-2.86%,-11.84%,-2.46%,-0.55%,1.58%,-33.77%,Upgrade
