Year,Current,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011 - 1995
Market Capitalization,33,130,133,74,114,114,133,134,172,192,178,Upgrade
Market Cap Growth,-,-2.26%,80.99%,-35.23%,-0.58%,-13.96%,-1.23%,-22.03%,-10.26%,7.82%,12.80%,Upgrade
Enterprise Value,79,188,193,176,219,277,343,344,368,317,301,Upgrade
PE Ratio,-4.46,43.42,15.95,21.23,-31.14,-104.07,24.56,10.86,10.23,11.51,8.94,Upgrade
PS Ratio,0.69,2.62,2.38,1.19,1.59,1.36,1.47,1.48,1.99,2.33,2.17,Upgrade
PB Ratio,0.34,1.12,1.16,0.68,1.08,1.05,1.22,1.31,1.92,1.35,1.40,Upgrade
P/FCF Ratio,80.30,59.66,9.65,7.09,8.17,4.55,4.99,6.24,7.15,9.16,7.02,Upgrade
P/OCF Ratio,45.10,37.33,9.25,7.02,8.09,4.54,4.86,6.00,7.04,8.99,6.95,Upgrade
EV/Sales Ratio,1.65,3.77,3.44,2.83,3.07,3.31,3.79,3.79,4.24,3.84,3.67,Upgrade
EV/EBITDA Ratio,-11.56,16.77,10.28,13.45,41.27,20.15,18.59,11.62,11.35,9.20,7.94,Upgrade
EV/EBIT Ratio,-9.59,19.96,11.40,16.34,44.46,20.86,19.09,11.80,11.48,9.28,8.00,Upgrade
EV/FCF Ratio,193.58,86.10,13.98,16.94,15.71,11.06,12.89,15.94,15.26,15.13,11.85,Upgrade
Debt / Equity Ratio,0.50,0.54,0.81,1.18,1.36,1.53,1.96,2.05,2.21,0.90,0.99,Upgrade
Debt / EBITDA Ratio,-4.33,5.58,4.94,9.71,26.93,12.04,11.54,7.14,6.14,3.71,3.31,Upgrade
Debt / FCF Ratio,115.51,28.63,6.72,12.23,10.25,6.61,8.01,9.79,8.25,6.10,4.94,Upgrade
Asset Turnover,0.28,0.26,0.25,0.26,0.28,0.28,0.27,0.28,0.29,0.30,0.31,Upgrade
Return on Equity (ROE),-16.60%,2.60%,7.50%,3.30%,-3.40%,-1.00%,5.00%,12.60%,12.40%,12.20%,14.90%,Upgrade
Return on Assets (ROA),-10.40%,1.60%,3.80%,1.50%,-1.40%,-0.40%,1.60%,3.90%,5.70%,6.00%,7.60%,Upgrade
Return on Capital (ROIC),-5.70%,3.80%,5.70%,3.20%,1.30%,2.80%,3.30%,5.50%,7.30%,8.50%,9.90%,Upgrade
Earnings Yield,-54.53%,2.30%,6.27%,4.71%,-3.21%,-0.96%,4.07%,9.21%,9.77%,8.69%,11.19%,Upgrade
FCF Yield,1.25%,1.68%,10.37%,14.10%,12.25%,21.96%,20.03%,16.03%,13.98%,10.92%,14.24%,Upgrade
Dividend Yield,-,-,-,-,-,-,-,-,1.53%,16.73%,Upgrade,
Payout Ratio,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,17.40%,148.20%,Upgrade
Buyback Yield / Dilution,-0.79%,-,0.19%,-0.19%,-0.83%,-0.26%,-1.24%,-0.76%,-0.76%,-1.21%,Upgrade,
Total Shareholder Return,-0.79%,-,0.19%,-0.19%,-0.83%,-0.26%,-1.24%,-0.76%,0.77%,15.52%,Upgrade,
