Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1998
Market Capitalization,28,42,61,39,50,56,70,56,58,64,40,Upgrade
Market Cap Growth,-,-31.67%,56.87%,-21.86%,-9.99%,-19.99%,24.99%,-3.49%,-10.35%,59.89%,-16.39%,Upgrade
Enterprise Value,153,120,136,129,145,123,165,125,117,119,71,Upgrade
PE Ratio,5.22,6.81,12.05,-10.25,-17.78,17.41,16.77,28.83,26.90,4.09,-5.52,Upgrade
PS Ratio,0.87,1.20,2.03,1.63,2.18,1.97,2.47,2.59,2.58,3.34,2.20,Upgrade
PB Ratio,0.56,0.70,0.91,0.62,0.75,0.80,1.04,0.89,0.94,1.10,0.96,Upgrade
P/FCF Ratio,2.85,6.33,7.11,6.30,-4.02,13.47,16.44,55.86,-102.40,4.56,-3.10,Upgrade
P/OCF Ratio,2.74,5.96,8.08,6.23,-4.20,10.55,9.54,12.30,10.16,2.86,-8.57,Upgrade
EV/Sales Ratio,4.38,3.42,4.51,5.39,6.33,4.35,5.85,5.84,5.22,6.20,3.87,Upgrade
EV/EBITDA Ratio,19.40,13.09,20.69,-50.10,-71.17,21.90,19.90,28.88,25.69,58.36,-11.01,Upgrade
EV/EBIT Ratio,23.31,15.41,27.16,-31.06,-39.09,30.13,23.50,40.01,33.32,124.39,-9.26,Upgrade
EV/FCF Ratio,14.29,18.05,15.78,20.79,-11.65,29.81,39.01,126.00,-207.18,8.46,-5.44,Upgrade
Debt / Equity Ratio,3.35,1.95,1.81,1.97,2.01,1.93,2.16,2.59,2.35,2.18,1.56,Upgrade
Debt / EBITDA Ratio,23.17,12.72,18.51,-48.35,-65.94,23.82,17.39,37.31,31.80,62.74,-10.17,Upgrade
Debt / FCF Ratio,17.06,17.53,14.12,20.06,-10.79,32.42,34.09,162.80,-256.47,9.09,-5.03,Upgrade
Asset Turnover,0.03,0.03,0.03,0.03,0.02,0.03,0.04,0.03,0.04,0.03,0.03,Upgrade
Return on Equity (ROE),9.20%,10.30%,7.70%,-6.00%,-4.10%,4.70%,6.30%,3.10%,3.50%,30.60%,-16.80%,Upgrade
Return on Assets (ROA),0.50%,0.60%,0.50%,-0.40%,-0.30%,0.30%,0.50%,0.30%,0.30%,2.60%,-1.30%,Upgrade
Return on Capital (ROIC),0.60%,0.70%,0.50%,-0.40%,-0.40%,0.40%,0.80%,0.40%,0.50%,0.10%,-1.30%,Upgrade
Earnings Yield,17.40%,14.69%,8.30%,-9.76%,-5.62%,5.74%,5.96%,3.47%,3.72%,24.43%,-18.12%,Upgrade
FCF Yield,35.14%,15.79%,14.06%,15.87%,-24.89%,7.42%,6.08%,1.79%,-0.98%,21.93%,-32.26%,Upgrade
Dividend Yield,-,-,-,0.31%,0.28%,0.11%,-,-,-,-,Upgrade,
Payout Ratio,0.00%,0.00%,0.00%,0.00%,-5.60%,4.90%,1.90%,0.00%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,-0.22%,-0.24%,-0.28%,-0.31%,-0.52%,-0.23%,1.62%,0.06%,-1.18%,-1.27%,-0.49%,Upgrade
Total Shareholder Return,-0.22%,-0.24%,-0.28%,-0.31%,-0.21%,0.05%,1.73%,0.06%,-1.18%,-1.27%,-0.49%,Upgrade
