Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,474,656,774,563,587,488,486,424,219,109,130,Upgrade
Market Cap Growth,-,-15.19%,37.39%,-4.10%,20.31%,0.41%,14.81%,93.33%,101.03%,-16.39%,-5.03%,Upgrade
Enterprise Value,"1,256","1,319",967,578,865,696,647,515,273,220,225,Upgrade
PE Ratio,6.29,9.00,15.03,12.44,12.25,13.34,18.22,20.16,15.31,9.64,12.65,Upgrade
PS Ratio,1.83,2.58,3.48,3.30,3.35,3.53,4.19,4.45,2.92,1.57,1.94,Upgrade
PB Ratio,0.72,1.04,1.22,0.99,1.12,1.03,1.58,1.51,1.07,0.66,0.87,Upgrade
P/FCF Ratio,8.46,10.80,11.75,9.22,10.00,12.50,10.84,15.76,10.83,6.57,5.60,Upgrade
P/OCF Ratio,7.65,9.97,11.12,8.87,9.35,11.58,10.54,15.45,9.96,6.13,5.29,Upgrade
EV/Sales Ratio,4.85,5.19,4.35,3.38,4.94,5.02,5.58,5.41,3.64,3.17,3.36,Upgrade
EV/EBITDA Ratio,11.45,12.40,11.90,8.08,11.68,12.34,12.98,12.36,9.04,7.66,7.97,Upgrade
EV/EBIT Ratio,13.23,14.45,14.48,9.67,13.68,14.34,15.51,15.26,10.60,8.89,9.55,Upgrade
EV/FCF Ratio,22.41,21.69,14.68,9.46,14.73,17.81,14.42,19.18,13.48,13.24,9.67,Upgrade
Debt / Equity Ratio,1.44,1.29,0.57,0.76,0.69,0.73,0.81,0.95,0.83,0.99,1.07,Upgrade
Debt / EBITDA Ratio,8.69,7.68,4.45,6.04,4.90,6.19,5.01,6.42,5.62,5.67,5.66,Upgrade
Debt / FCF Ratio,17.00,13.43,5.49,7.07,6.18,8.93,5.56,9.97,8.37,9.79,6.87,Upgrade
Asset Turnover,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,Upgrade
Return on Equity (ROE),12.00%,11.50%,8.30%,8.20%,9.30%,9.10%,8.80%,8.40%,7.40%,7.10%,6.80%,Upgrade
Return on Assets (ROA),1.10%,1.10%,0.90%,1.00%,1.20%,1.10%,0.90%,0.80%,0.80%,0.70%,0.70%,Upgrade
Return on Capital (ROIC),1.30%,1.30%,1.10%,1.40%,1.60%,1.40%,1.40%,1.30%,1.40%,1.50%,1.50%,Upgrade
Earnings Yield,15.92%,11.11%,6.65%,8.04%,8.16%,7.50%,5.49%,4.96%,6.53%,10.38%,7.91%,Upgrade
FCF Yield,11.82%,9.26%,8.51%,10.84%,10.00%,8.00%,9.23%,6.34%,9.24%,15.23%,17.85%,Upgrade
Dividend Yield,3.98%,2.81%,1.99%,2.41%,2.16%,2.19%,1.71%,1.82%,1.15%,2.96%,2.09%,Upgrade
Payout Ratio,24.60%,24.90%,29.50%,29.90%,26.40%,27.70%,31.00%,30.00%,16.30%,29.30%,26.40%,Upgrade
Buyback Yield / Dilution,-0.29%,-13.13%,-8.08%,-0.43%,-8.94%,-21.23%,-1.29%,-47.84%,-43.42%,0.84%,1.79%,Upgrade
Total Shareholder Return,3.70%,-10.32%,-6.09%,1.98%,-6.79%,-19.04%,0.42%,-46.02%,-42.27%,3.80%,3.88%,Upgrade
