Year,Current,2022
Market Capitalization,134,130
Enterprise Value,134,129
PE Ratio,115.83,241.59
PB Ratio,-34.03,-46.44
P/FCF Ratio,-143.47,-246.03
P/OCF Ratio,-143.47,-246.03
EV/EBITDA Ratio,77.39,161.58
EV/EBIT Ratio,77.39,161.58
EV/FCF Ratio,-144.11,-245.00
Debt / Equity Ratio,-0.25,-
Debt / EBITDA Ratio,0.56,-
Debt / FCF Ratio,-1.05,-
Current Ratio,0.37,2.08
Return on Equity (ROE),-39.20%,-27.60%
Return on Assets (ROA),1.10%,0.70%
Return on Capital (ROIC),1.70%,1.10%
Earnings Yield,0.86%,0.41%
FCF Yield,-0.70%,-0.41%
Buyback Yield / Dilution,-422.87%,-
Total Shareholder Return,-422.87%,-
