Year,Current,2022,2021
Market Capitalization,66,177,-
Enterprise Value,65,177,0
PE Ratio,350.00,444.45,-
PB Ratio,-41.20,-41.20,-
P/FCF Ratio,-135.11,-135.11,-
P/OCF Ratio,-135.11,-135.11,-
EV/EBITDA Ratio,84.25,228.61,-29.33
EV/EBIT Ratio,84.25,228.61,-29.33
EV/FCF Ratio,-134.85,-134.85,-21.43
Debt / Equity Ratio,-,-,8.59
Debt / EBITDA Ratio,-,-,-40.41
Debt / FCF Ratio,-,-,-29.53
Current Ratio,1.55,1.55,0.54
Return on Equity (ROE),-11.10%,-11.10%,-
Return on Assets (ROA),0.30%,0.30%,-
Return on Capital (ROIC),0.60%,0.60%,-
Earnings Yield,0.61%,0.22%,-
FCF Yield,-2.00%,-0.74%,-
Buyback Yield / Dilution,-451.80%,-451.80%,-
Total Shareholder Return,-451.80%,-451.80%,-
