Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2000
Market Capitalization,98,125,138,120,182,162,186,129,86,83,72,Upgrade
Market Cap Growth,-,-9.77%,15.40%,-34.21%,12.34%,-12.82%,43.47%,50.76%,2.98%,15.66%,102.00%,Upgrade
Enterprise Value,78,99,-67,-160,-23,-48,88,25,-33,-12,-54,Upgrade
PE Ratio,5.04,7.95,13.68,13.36,11.99,11.55,21.50,17.53,12.61,13.42,9.92,Upgrade
PS Ratio,1.88,2.70,3.74,3.45,4.22,4.02,5.24,3.97,2.78,2.82,2.73,Upgrade
PB Ratio,0.86,1.11,1.15,1.02,1.57,1.48,1.83,1.34,0.96,1.01,0.94,Upgrade
P/FCF Ratio,3.37,5.78,9.02,9.45,11.96,15.69,28.90,15.44,10.03,10.13,6.70,Upgrade
P/OCF Ratio,3.16,5.26,8.35,8.67,11.26,14.27,24.59,13.69,9.27,9.26,6.06,Upgrade
EV/Sales Ratio,1.51,2.15,-1.82,-4.63,-0.53,-1.20,2.47,0.76,-1.07,-0.39,-2.02,Upgrade
EV/EBITDA Ratio,2.76,4.35,-4.65,-12.14,-1.04,-2.33,5.15,1.80,-2.59,-0.98,-6.18,Upgrade
EV/EBIT Ratio,2.87,4.49,-5.05,-12.93,-1.07,-2.49,5.58,2.01,-2.93,-1.11,-7.26,Upgrade
EV/FCF Ratio,2.71,4.59,-4.39,-12.68,-1.50,-4.68,13.62,2.94,-3.87,-1.41,-4.97,Upgrade
Debt / Equity Ratio,0.23,0.12,0.12,0.12,0.12,0.09,0.10,0.09,0.09,0.12,0.15,Upgrade
Debt / EBITDA Ratio,0.92,0.57,0.96,1.05,0.65,0.49,0.57,0.65,0.65,0.85,1.28,Upgrade
Debt / FCF Ratio,0.91,0.60,0.91,1.10,0.94,0.98,1.51,1.05,0.97,1.23,1.03,Upgrade
Asset Turnover,0.04,0.03,0.03,0.03,0.04,0.05,0.04,0.04,0.04,0.04,0.04,Upgrade
Return on Equity (ROE),17.50%,14.20%,8.50%,7.60%,13.30%,13.20%,8.60%,7.80%,7.80%,7.70%,10.00%,Upgrade
Return on Assets (ROA),1.50%,1.20%,0.80%,0.80%,1.60%,1.60%,1.10%,1.00%,1.00%,0.90%,1.10%,Upgrade
Return on Capital (ROIC),2.20%,1.80%,1.30%,1.50%,2.90%,2.80%,2.30%,1.90%,1.90%,1.90%,1.50%,Upgrade
Earnings Yield,19.91%,12.59%,7.31%,7.49%,8.34%,8.66%,4.65%,5.70%,7.93%,7.45%,10.08%,Upgrade
FCF Yield,29.63%,17.30%,11.08%,10.58%,8.36%,6.37%,3.46%,6.48%,9.97%,9.87%,14.92%,Upgrade
Dividend Yield,7.73%,4.52%,5.43%,6.25%,5.14%,3.66%,1.55%,-,-,-,-,Upgrade
Payout Ratio,38.90%,35.90%,74.60%,83.00%,61.10%,42.20%,33.30%,0.00%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,-0.24%,-0.18%,-0.19%,-0.08%,-0.27%,-0.20%,-0.09%,-0.04%,-0.14%,-0.10%,-0.07%,Upgrade
Total Shareholder Return,7.49%,4.34%,5.24%,6.17%,4.86%,3.46%,1.45%,-0.04%,-0.14%,-0.10%,-0.07%,Upgrade
