Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,"1,298","1,383","1,237","1,098","1,336","1,040","1,054","1,014",698,708,729,Upgrade
Market Cap Growth,-,11.84%,12.61%,-17.81%,28.44%,-1.29%,3.87%,45.27%,-1.38%,-2.84%,40.98%,Upgrade
Enterprise Value,"1,289","1,474",914,865,"1,411","1,183","1,240","1,191",800,711,797,Upgrade
PE Ratio,12.27,13.55,14.04,12.26,14.95,14.86,19.40,19.46,12.91,13.37,15.12,Upgrade
PS Ratio,4.90,5.50,5.41,4.85,5.78,5.17,5.64,5.85,3.98,4.11,4.13,Upgrade
PB Ratio,1.99,2.39,1.82,1.57,2.03,1.73,2.10,2.29,1.67,1.81,1.88,Upgrade
P/FCF Ratio,10.37,12.15,12.45,12.96,13.24,14.60,14.51,16.96,15.56,13.88,10.65,Upgrade
P/OCF Ratio,10.19,11.94,12.09,12.23,12.72,13.41,13.84,15.53,14.58,13.27,9.60,Upgrade
EV/Sales Ratio,4.87,5.86,4.00,3.82,6.11,5.88,6.64,6.87,4.56,4.13,4.52,Upgrade
EV/EBITDA Ratio,9.44,11.11,7.81,7.39,11.91,12.71,12.83,14.27,9.52,9.04,11.73,Upgrade
EV/EBIT Ratio,9.81,11.57,8.22,7.77,12.43,13.44,13.66,15.43,9.69,9.21,10.85,Upgrade
EV/FCF Ratio,10.29,12.94,9.21,10.21,13.98,16.60,17.08,19.91,17.82,13.94,11.65,Upgrade
Debt / Equity Ratio,0.45,0.50,0.46,0.42,0.33,0.44,0.53,0.60,0.41,0.39,0.40,Upgrade
Debt / EBITDA Ratio,2.15,2.19,2.67,2.53,1.82,2.86,2.78,3.17,2.04,1.92,2.27,Upgrade
Debt / FCF Ratio,2.34,2.56,3.15,3.49,2.13,3.73,3.70,4.43,3.82,2.97,2.26,Upgrade
Asset Turnover,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,Upgrade
Return on Equity (ROE),17.70%,17.40%,12.80%,12.90%,13.90%,13.30%,11.00%,12.10%,13.10%,13.50%,12.90%,Upgrade
Return on Assets (ROA),1.70%,1.70%,1.50%,1.60%,1.80%,1.60%,1.30%,1.30%,1.50%,1.60%,1.40%,Upgrade
Return on Capital (ROIC),2.20%,2.20%,2.00%,2.10%,2.30%,2.00%,2.20%,2.00%,2.30%,2.30%,2.20%,Upgrade
Earnings Yield,8.09%,7.38%,7.12%,8.16%,6.69%,6.73%,5.15%,5.14%,7.75%,7.48%,6.62%,Upgrade
FCF Yield,9.64%,8.23%,8.03%,7.72%,7.55%,6.85%,6.89%,5.90%,6.43%,7.21%,9.39%,Upgrade
Dividend Yield,2.96%,2.63%,2.89%,3.32%,2.64%,2.83%,2.56%,2.51%,3.61%,3.43%,3.15%,Upgrade
Payout Ratio,35.50%,36.00%,40.90%,41.10%,39.80%,42.40%,50.10%,49.40%,46.90%,46.20%,47.60%,Upgrade
Buyback Yield / Dilution,1.05%,3.47%,3.68%,2.07%,-5.79%,-0.02%,-3.51%,1.70%,2.05%,1.40%,-6.16%,Upgrade
Total Shareholder Return,4.01%,6.10%,6.57%,5.39%,-3.15%,2.82%,-0.94%,4.21%,5.65%,4.83%,-3.02%,Upgrade
