Year,Current,2022,2021
Market Capitalization,441,429,418
Market Cap Growth,-,2.68%,-
Enterprise Value,440,428,416
PE Ratio,94.40,15.64,-42.52
PB Ratio,-20.15,-22.81,-10.02
P/FCF Ratio,73.03,160.51,-414.40
P/OCF Ratio,73.03,160.51,-414.40
EV/EBITDA Ratio,69.63,15.10,-62.77
EV/EBIT Ratio,69.63,15.10,-62.77
EV/FCF Ratio,72.95,160.17,-412.78
Current Ratio,0.36,1.00,5.82
Return on Equity (ROE),-24.50%,-152.10%,35.40%
Return on Assets (ROA),1.30%,7.90%,-3.80%
Return on Capital (ROIC),1.80%,8.20%,-2.60%
Earnings Yield,1.05%,6.39%,-2.35%
FCF Yield,1.37%,0.62%,-0.24%
Buyback Yield / Dilution,-43.12%,-,
Total Shareholder Return,-43.12%,-,
