Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1997
Market Capitalization,"1,339","1,775","1,792","1,628","1,774","1,750","1,717","1,826","1,363","1,190","1,392",Upgrade
Market Cap Growth,-,-0.94%,10.07%,-8.22%,1.37%,1.93%,-6.00%,34.04%,14.55%,-14.55%,17.45%,Upgrade
Enterprise Value,"2,225","2,608",949,"1,349","2,126","2,070","1,899","1,728","2,316","1,971","2,012",Upgrade
PE Ratio,9.76,13.28,11.61,21.75,16.06,16.59,18.17,36.78,22.51,19.20,20.92,Upgrade
PS Ratio,2.54,3.46,3.28,3.70,4.06,4.27,4.07,4.82,4.23,3.98,4.64,Upgrade
PB Ratio,0.89,1.19,1.13,1.06,1.31,1.39,1.42,1.56,1.17,1.12,1.21,Upgrade
P/FCF Ratio,5.97,10.38,9.54,12.70,15.22,13.09,11.59,15.16,13.63,14.76,12.56,Upgrade
P/OCF Ratio,5.88,10.12,8.72,11.59,13.92,12.60,11.31,13.46,12.04,13.13,10.69,Upgrade
EV/Sales Ratio,4.22,5.08,1.74,3.07,4.86,5.05,4.51,4.56,7.18,6.59,6.71,Upgrade
EV/EBITDA Ratio,11.91,14.48,4.57,13.87,14.67,14.57,12.65,19.92,23.76,21.05,19.78,Upgrade
EV/EBIT Ratio,12.24,15.01,4.72,14.58,15.06,15.46,13.98,24.23,26.17,23.54,21.69,Upgrade
EV/FCF Ratio,9.91,15.24,5.05,10.52,18.24,15.49,12.83,14.34,23.16,24.46,18.16,Upgrade
Debt / Equity Ratio,0.65,0.65,0.28,0.30,0.30,0.31,0.22,0.25,0.96,0.96,0.88,Upgrade
Debt / EBITDA Ratio,5.26,5.40,2.10,4.70,2.85,2.74,1.73,3.35,11.49,10.91,9.94,Upgrade
Debt / FCF Ratio,4.37,5.68,2.32,3.57,3.54,2.91,1.76,2.42,11.20,12.68,9.12,Upgrade
Asset Turnover,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,Upgrade
Return on Equity (ROE),9.30%,9.00%,9.90%,5.00%,8.20%,8.50%,7.90%,4.30%,5.40%,5.70%,5.80%,Upgrade
Return on Assets (ROA),1.00%,0.90%,1.10%,0.60%,1.10%,1.10%,1.00%,0.50%,0.70%,0.80%,0.80%,Upgrade
Return on Capital (ROIC),1.30%,1.30%,1.50%,0.70%,1.40%,1.40%,1.50%,0.80%,1.00%,1.00%,1.10%,Upgrade
Earnings Yield,10.38%,7.53%,8.61%,4.60%,6.23%,6.03%,5.50%,2.72%,4.44%,5.21%,4.78%,Upgrade
FCF Yield,16.76%,9.64%,10.49%,7.87%,6.57%,7.64%,8.63%,6.60%,7.34%,6.78%,7.96%,Upgrade
Dividend Yield,7.59%,5.72%,5.58%,5.97%,4.33%,4.01%,3.83%,3.33%,4.18%,12.93%,3.38%,Upgrade
Payout Ratio,73.40%,76.20%,64.80%,122.60%,68.60%,66.00%,68.10%,120.00%,87.50%,238.20%,68.50%,Upgrade
Buyback Yield / Dilution,-0.30%,-0.34%,0.97%,-19.81%,-3.26%,-0.66%,-1.30%,0.46%,-7.19%,-0.79%,3.53%,Upgrade
Total Shareholder Return,7.29%,5.39%,6.55%,-13.84%,1.07%,3.35%,2.52%,3.79%,-3.01%,12.13%,6.91%,Upgrade
