Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2007
Market Capitalization,197,221,226,84,79,129,127,148,151,251,269,Upgrade
Market Cap Growth,-,-2.16%,167.76%,6.48%,-38.72%,1.54%,-13.95%,-2.01%,-39.76%,-6.81%,10.60%,Upgrade
Enterprise Value,503,561,505,375,228,220,227,314,345,454,454,Upgrade
PE Ratio,-7.87,-10.53,8.68,2.67,-6.34,-13.51,37.58,-142.31,-8.10,16.67,15.62,Upgrade
PS Ratio,2.67,3.18,2.82,1.97,2.99,4.77,4.51,4.09,3.32,6.08,6.87,Upgrade
PB Ratio,0.87,0.95,0.81,0.39,0.52,0.82,0.70,0.76,0.70,0.98,1.07,Upgrade
P/FCF Ratio,-13.65,-6.68,3.69,0.69,-4.93,5.35,1.43,2.87,4.06,-37.59,-2.54,Upgrade
P/OCF Ratio,-13.65,-6.68,3.69,0.69,-4.93,5.35,1.43,2.87,4.06,-37.59,-2.54,Upgrade
EV/Sales Ratio,6.89,8.06,6.30,8.76,8.60,8.14,8.02,8.67,7.58,11.02,11.59,Upgrade
EV/EBITDA Ratio,-117.05,-170.31,12.72,8.95,-51.77,-101.64,20.52,38.87,-49.95,17.09,16.61,Upgrade
EV/EBIT Ratio,-117.05,-170.31,12.72,8.95,-53.78,-101.64,20.52,38.87,-49.95,17.09,16.61,Upgrade
EV/FCF Ratio,-34.98,-16.95,8.25,3.08,-14.19,9.12,2.54,6.09,9.27,-68.08,-4.28,Upgrade
Debt / Equity Ratio,1.57,1.61,1.24,1.73,1.01,0.64,0.56,0.90,0.93,0.88,0.77,Upgrade
Debt / EBITDA Ratio,-82.07,-113.30,8.75,8.92,-34.94,-46.31,9.18,21.76,-29.12,8.43,7.04,Upgrade
Debt / FCF Ratio,-24.53,-11.28,5.68,3.07,-9.58,4.16,1.14,3.41,5.41,-33.57,-1.82,Upgrade
Asset Turnover,0.12,0.11,0.13,0.12,0.09,0.10,0.08,0.09,0.10,0.09,0.09,Upgrade
Return on Equity (ROE),-10.30%,-8.20%,10.00%,21.70%,-8.80%,-5.60%,1.80%,-0.50%,-7.70%,5.90%,6.50%,Upgrade
Return on Assets (ROA),-4.00%,-3.30%,4.20%,8.50%,-4.20%,-3.40%,1.00%,-0.30%,-4.00%,3.20%,3.70%,Upgrade
Return on Capital (ROIC),-0.50%,-0.30%,4.50%,7.50%,-1.00%,-0.60%,2.30%,1.50%,-1.00%,4.00%,4.50%,Upgrade
Earnings Yield,-12.81%,-9.50%,11.52%,37.43%,-15.78%,-7.40%,2.66%,-0.70%,-12.34%,6.00%,6.40%,Upgrade
FCF Yield,-7.39%,-14.98%,27.07%,144.23%,-20.28%,18.68%,69.98%,34.83%,24.63%,-2.66%,-39.40%,Upgrade
Dividend Yield,12.70%,11.16%,9.14%,14.22%,15.20%,11.56%,14.04%,15.06%,15.42%,13.67%,12.73%,Upgrade
Payout Ratio,-100.40%,-117.40%,79.30%,38.00%,-96.40%,-153.80%,533.30%,-2000.00%,-126.00%,227.30%,200.00%,Upgrade
Buyback Yield / Dilution,1.47%,-12.87%,-70.76%,-32.80%,-0.76%,-0.33%,-0.23%,-0.50%,-7.89%,-6.08%,3.25%,Upgrade
Total Shareholder Return,14.23%,-1.71%,-61.62%,-18.58%,14.44%,11.23%,13.81%,14.56%,7.53%,7.58%,15.98%,Upgrade
