Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Market Capitalization,786,"1,257","1,319","1,125","1,286","1,089",855,776,346,292,298,Upgrade
Market Cap Growth,-,-4.73%,17.28%,-12.55%,18.05%,27.38%,10.18%,124.29%,18.71%,-2.10%,20.30%,Upgrade
Enterprise Value,"1,934","2,586","1,482",234,"1,867","1,593","1,182",866,732,662,541,Upgrade
PE Ratio,5.37,8.81,12.44,18.38,14.52,15.15,20.14,33.69,17.03,14.64,18.24,Upgrade
PS Ratio,1.80,2.93,3.57,3.44,4.34,4.01,4.46,5.62,3.76,3.30,3.54,Upgrade
PB Ratio,0.49,0.79,0.87,0.76,1.12,1.05,1.42,1.36,1.45,1.34,1.39,Upgrade
P/FCF Ratio,3.89,5.47,11.19,9.54,13.51,13.44,27.21,29.02,14.16,12.35,9.55,Upgrade
P/OCF Ratio,3.62,5.02,8.25,8.48,12.83,11.77,10.67,23.23,12.22,10.57,8.40,Upgrade
EV/Sales Ratio,4.44,6.03,4.02,0.71,6.30,5.86,6.16,6.27,7.96,7.50,6.43,Upgrade
EV/EBITDA Ratio,9.10,12.34,9.44,2.44,15.59,16.26,16.04,21.32,21.18,19.80,19.48,Upgrade
EV/EBIT Ratio,9.87,13.39,10.42,2.89,17.39,18.64,18.09,24.60,23.46,21.69,21.70,Upgrade
EV/FCF Ratio,9.58,11.26,12.57,1.98,19.62,19.66,37.59,32.37,29.95,28.05,17.36,Upgrade
Debt / Equity Ratio,1.02,0.94,0.24,0.26,0.61,0.60,0.72,0.68,1.80,1.86,1.29,Upgrade
Debt / EBITDA Ratio,7.74,7.14,2.34,3.98,5.86,6.37,5.92,9.63,12.44,12.16,9.98,Upgrade
Debt / FCF Ratio,8.15,6.52,3.12,3.23,7.37,7.71,13.87,14.62,17.59,17.23,8.89,Upgrade
Asset Turnover,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,Upgrade
Return on Equity (ROE),9.30%,9.30%,7.00%,4.20%,7.80%,7.00%,7.20%,5.60%,8.90%,9.20%,7.60%,Upgrade
Return on Assets (ROA),1.10%,1.10%,0.90%,0.50%,1.10%,0.90%,0.80%,0.60%,0.80%,0.90%,0.70%,Upgrade
Return on Capital (ROIC),1.50%,1.50%,1.30%,0.80%,1.30%,1.10%,1.20%,0.90%,1.10%,1.20%,1.00%,Upgrade
Earnings Yield,18.42%,11.35%,8.04%,5.44%,6.89%,6.60%,4.97%,2.97%,5.87%,6.83%,5.48%,Upgrade
FCF Yield,25.69%,18.27%,8.94%,10.48%,7.40%,7.44%,3.68%,3.45%,7.06%,8.10%,10.47%,Upgrade
Dividend Yield,6.06%,3.47%,3.07%,3.63%,2.68%,2.71%,2.32%,1.64%,2.53%,2.82%,2.77%,Upgrade
Payout Ratio,31.20%,30.50%,38.00%,66.70%,38.40%,40.30%,45.50%,54.00%,42.60%,41.20%,50.00%,Upgrade
Buyback Yield / Dilution,0.04%,1.29%,0.70%,-18.38%,-6.48%,-43.87%,-40.80%,-39.94%,-0.08%,2.10%,3.77%,Upgrade
Total Shareholder Return,6.10%,4.76%,3.78%,-14.75%,-3.80%,-41.16%,-38.48%,-38.31%,2.44%,4.92%,6.53%,Upgrade
