Year,Current,2022,2021
Market Capitalization,284,277,250
Market Cap Growth,-,10.50%,-
Enterprise Value,283,276,248
PE Ratio,21.43,21.61,23.35
PB Ratio,-31.75,-31.75,-13.60
P/FCF Ratio,-149.32,-149.32,-97.06
P/OCF Ratio,-149.32,-149.32,-97.06
EV/EBITDA Ratio,22.13,21.58,23.14
EV/EBIT Ratio,22.13,21.58,23.14
EV/FCF Ratio,-149.11,-149.11,-96.18
Debt / Equity Ratio,-,-,-0.01
Debt / EBITDA Ratio,-,-,0.02
Debt / FCF Ratio,-,-,-0.10
Current Ratio,4.01,4.01,1.69
Return on Equity (ROE),-131.60%,-131.60%,-
Return on Assets (ROA),5.80%,5.80%,-
Return on Capital (ROIC),5.80%,5.80%,-
Earnings Yield,4.51%,4.63%,4.28%
FCF Yield,-0.65%,-0.67%,-1.03%
Buyback Yield / Dilution,-220.70%,-220.70%,-
Total Shareholder Return,-220.70%,-220.70%,-
