Year,Current,2022,2021
Market Capitalization,488,609,590
Market Cap Growth,-,3.22%,-
Enterprise Value,488,609,590
PE Ratio,38.85,38.35,84.54
PB Ratio,-31.73,-31.73,-19.09
P/FCF Ratio,-990.73,-990.73,-250.63
P/OCF Ratio,-990.73,-990.73,-250.63
EV/EBITDA Ratio,30.74,38.36,84.52
EV/EBIT Ratio,30.74,38.36,84.52
EV/FCF Ratio,-991.51,-991.51,-250.59
Debt / Equity Ratio,-0.03,-0.03,-
Debt / EBITDA Ratio,0.03,0.03,-
Debt / FCF Ratio,-0.81,-0.81,-
Current Ratio,0.06,0.06,4.04
Return on Equity (ROE),-76.20%,-76.20%,-52.20%
Return on Assets (ROA),3.30%,3.30%,1.40%
Return on Capital (ROIC),3.30%,3.30%,1.40%
Earnings Yield,3.25%,2.61%,1.18%
FCF Yield,-0.13%,-0.10%,-0.40%
Buyback Yield / Dilution,-9.68%,-9.68%,-
Total Shareholder Return,-9.68%,-9.68%,-
