Year,Current,2022,2021
Market Capitalization,"12,763","11,057",-
Enterprise Value,"9,728","7,512","-2,033"
PE Ratio,7.25,5.77,-
PS Ratio,3.28,3.05,-
PB Ratio,1.36,1.16,-
P/FCF Ratio,-970.67,-28.57,-
P/OCF Ratio,-788.67,-29.56,-
EV/Sales Ratio,2.48,2.07,-0.66
EV/EBITDA Ratio,3.49,2.77,-0.80
EV/EBIT Ratio,3.51,2.79,-0.80
EV/FCF Ratio,-728.21,-19.41,-1.44
Debt / Equity Ratio,-,-,0.05
Debt / EBITDA Ratio,-,-,0.18
Debt / FCF Ratio,-,-,0.33
Asset Turnover,0.19,0.17,0.13
Return on Equity (ROE),19.10%,17.50%,17.10%
Return on Assets (ROA),9.90%,9.10%,7.80%
Return on Capital (ROIC),15.30%,14.90%,11.70%
Earnings Yield,16.17%,17.32%,-
FCF Yield,-0.10%,-3.50%,-
Dividend Yield,2.39%,-,-
Total Shareholder Return,2.37%,-,-
