Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1999
Market Capitalization,329,386,239,190,251,289,231,138,120,112,90,Upgrade
Market Cap Growth,-,61.06%,26.10%,-24.42%,-13.10%,24.98%,67.74%,14.62%,7.65%,23.97%,15.84%,Upgrade
Enterprise Value,200,490,112,175,243,281,245,168,146,116,99,Upgrade
PE Ratio,10.53,13.78,10.00,10.14,14.37,20.06,20.67,15.38,16.73,17.12,14.15,Upgrade
PS Ratio,4.41,5.77,4.07,3.83,5.38,7.07,6.63,4.52,4.37,4.44,3.68,Upgrade
PB Ratio,1.84,2.44,1.60,1.47,2.24,3.01,2.77,1.86,1.80,1.83,1.61,Upgrade
P/FCF Ratio,10.67,11.24,9.03,7.41,11.94,14.21,16.55,10.37,9.99,10.34,8.88,Upgrade
P/OCF Ratio,10.30,10.91,8.63,7.10,11.62,13.98,16.46,10.15,9.40,9.82,8.72,Upgrade
EV/Sales Ratio,2.69,7.32,1.91,3.53,5.21,6.87,7.01,5.52,5.32,4.59,4.02,Upgrade
EV/EBITDA Ratio,5.35,14.51,3.95,7.78,11.23,14.67,15.71,13.72,14.57,11.94,10.07,Upgrade
EV/EBIT Ratio,5.47,14.88,4.07,8.04,11.57,15.17,16.38,14.46,15.41,12.75,10.89,Upgrade
EV/FCF Ratio,6.49,14.27,4.24,6.83,11.56,13.79,17.50,12.67,12.16,10.69,9.71,Upgrade
Debt / Equity Ratio,0.28,1.10,0.15,0.20,0.19,0.19,0.35,0.62,0.62,0.29,0.26,Upgrade
Debt / EBITDA Ratio,1.32,5.13,0.80,1.13,1.00,0.95,1.90,3.78,4.15,1.82,1.49,Upgrade
Debt / FCF Ratio,1.60,5.04,0.85,1.00,1.03,0.89,2.11,3.49,3.46,1.63,1.44,Upgrade
Asset Turnover,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,Upgrade
Return on Equity (ROE),18.70%,17.80%,17.10%,15.30%,16.50%,15.80%,14.00%,12.50%,11.10%,11.00%,11.60%,Upgrade
Return on Assets (ROA),1.20%,1.20%,1.20%,1.20%,1.40%,1.30%,1.20%,1.10%,1.00%,1.00%,1.00%,Upgrade
Return on Capital (ROIC),1.40%,1.40%,1.40%,1.50%,1.70%,1.70%,1.60%,1.40%,1.30%,1.40%,1.50%,Upgrade
Earnings Yield,9.46%,7.26%,10.00%,9.86%,6.96%,4.98%,4.84%,6.50%,5.98%,5.84%,7.07%,Upgrade
FCF Yield,9.37%,8.90%,11.07%,13.49%,8.37%,7.04%,6.04%,9.64%,10.01%,9.67%,11.26%,Upgrade
Dividend Yield,1.45%,1.15%,1.71%,1.98%,1.36%,1.15%,1.40%,2.27%,2.54%,2.66%,3.28%,Upgrade
Payout Ratio,15.00%,15.80%,17.10%,20.00%,19.50%,23.10%,28.80%,34.90%,42.40%,45.10%,46.10%,Upgrade
Buyback Yield / Dilution,-,0.19%,0.09%,-0.03%,-0.26%,-0.43%,0.25%,-0.18%,-0.42%,-0.63%,Upgrade,
Total Shareholder Return,1.45%,1.15%,1.90%,2.07%,1.33%,0.90%,0.96%,2.52%,2.37%,2.24%,2.65%,Upgrade
