Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2010
Market Capitalization,362,306,325,243,188,130,129,122,137,135,136,Upgrade
Market Cap Growth,-,-5.83%,33.73%,29.08%,45.22%,0.40%,6.22%,-10.93%,1.43%,-1.21%,-4.45%,Upgrade
Enterprise Value,781,720,545,410,334,244,217,180,231,208,233,Upgrade
PE Ratio,14.34,14.48,11.71,38.21,9.66,9.97,13.47,-24.76,11.52,8.73,38.86,Upgrade
PS Ratio,3.89,3.87,5.42,5.28,4.37,4.17,5.01,3.69,4.39,4.31,4.05,Upgrade
PB Ratio,1.12,0.96,1.33,1.14,1.02,0.97,0.96,0.87,0.86,0.97,1.00,Upgrade
P/FCF Ratio,-1.79,-1.24,-4.28,-9.62,-3.67,-10.76,-8.71,2.33,-4.36,3.67,20.97,Upgrade
P/OCF Ratio,-1.79,-1.24,-4.28,-9.62,-3.67,-10.76,-8.71,2.33,-4.36,3.67,20.97,Upgrade
EV/Sales Ratio,8.40,9.09,9.08,8.90,7.74,7.85,8.41,5.46,7.42,6.66,6.94,Upgrade
EV/EBITDA Ratio,16.76,17.53,13.55,25.19,11.90,12.57,14.66,205.15,13.10,8.56,19.65,Upgrade
EV/EBIT Ratio,16.76,17.53,13.55,25.19,11.90,12.57,14.66,205.15,13.10,8.56,19.65,Upgrade
EV/FCF Ratio,-4.15,-2.92,-7.17,-16.20,-6.50,-20.24,-14.60,3.44,-7.37,5.67,35.90,Upgrade
Debt / Equity Ratio,1.37,1.36,1.05,0.87,0.83,0.94,0.70,0.69,0.72,0.59,0.90,Upgrade
Debt / EBITDA Ratio,9.43,10.57,6.41,11.43,5.42,6.54,6.36,108.88,6.53,3.36,10.31,Upgrade
Debt / FCF Ratio,-2.47,-1.76,-3.39,-7.35,-2.96,-10.52,-6.34,1.83,-3.67,2.23,18.82,Upgrade
Asset Turnover,0.13,0.12,0.12,0.12,0.14,0.13,0.12,0.13,0.12,0.13,0.12,Upgrade
Return on Equity (ROE),7.40%,7.10%,12.00%,3.10%,11.70%,9.70%,7.00%,-3.30%,7.30%,11.20%,2.50%,Upgrade
Return on Assets (ROA),3.20%,3.20%,5.70%,1.60%,6.20%,5.20%,4.40%,-1.90%,4.50%,6.40%,1.30%,Upgrade
Return on Capital (ROIC),4.30%,4.20%,5.80%,3.00%,6.40%,5.60%,5.50%,0.30%,5.10%,7.30%,3.10%,Upgrade
Earnings Yield,6.34%,6.91%,8.54%,2.62%,10.35%,10.03%,7.42%,-4.04%,8.68%,11.46%,2.57%,Upgrade
FCF Yield,-49.27%,-80.42%,-23.37%,-10.40%,-27.28%,-9.29%,-11.48%,43.00%,-22.94%,27.23%,4.77%,Upgrade
Dividend Yield,10.40%,11.95%,7.70%,9.01%,8.58%,10.66%,10.69%,12.95%,11.30%,9.86%,9.70%,Upgrade
Payout Ratio,146.60%,172.10%,89.90%,347.20%,82.80%,106.20%,144.60%,-317.40%,130.20%,86.30%,373.00%,Upgrade
Buyback Yield / Dilution,-28.87%,-23.46%,-14.22%,-30.10%,-16.92%,-0.09%,0.23%,-3.25%,-16.21%,-0.39%,-12.99%,Upgrade
Total Shareholder Return,-18.49%,-11.51%,-6.52%,-21.08%,-8.34%,10.57%,10.93%,9.71%,-4.92%,9.46%,-3.29%,Upgrade
