Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2002
Market Capitalization,352,291,388,231,296,264,248,190,172,184,183,Upgrade
Market Cap Growth,-,-24.87%,67.71%,-21.88%,12.03%,6.45%,30.72%,10.47%,-6.72%,0.46%,-0.23%,Upgrade
Enterprise Value,691,629,624,450,403,372,336,255,295,215,215,Upgrade
PE Ratio,19.48,14.63,4.60,-123.40,14.89,14.16,14.44,16.70,20.25,16.40,5.69,Upgrade
PS Ratio,5.03,4.61,7.21,4.82,5.91,5.79,6.32,4.85,4.51,5.03,5.07,Upgrade
PB Ratio,1.02,0.92,1.22,0.99,1.19,1.11,1.13,0.94,0.90,0.92,0.89,Upgrade
P/FCF Ratio,-2.72,-3.81,-27.57,-5.01,31.97,-14.84,-19.05,3.16,-2.31,389.37,5.70,Upgrade
P/OCF Ratio,-2.72,-3.81,-27.57,-5.01,31.97,-14.84,-19.05,3.16,-2.31,389.37,5.70,Upgrade
EV/Sales Ratio,9.94,9.95,11.60,9.39,8.05,8.16,8.56,6.51,7.75,5.88,5.96,Upgrade
EV/EBITDA Ratio,20.53,19.12,6.51,55.46,14.44,15.18,16.59,17.84,23.96,15.53,6.08,Upgrade
EV/EBIT Ratio,20.53,19.12,6.51,55.46,14.44,15.18,16.59,17.84,23.96,15.53,6.08,Upgrade
EV/FCF Ratio,-5.42,-8.23,-44.37,-9.77,43.54,-20.91,-25.79,4.24,-3.96,454.96,6.70,Upgrade
Debt / Equity Ratio,1.02,1.08,0.74,0.95,0.49,0.46,0.42,0.35,0.66,0.19,0.23,Upgrade
Debt / EBITDA Ratio,10.40,10.32,2.47,27.29,4.40,4.49,4.60,5.00,10.34,2.74,1.33,Upgrade
Debt / FCF Ratio,-2.77,-4.44,-16.86,-4.81,13.27,-6.18,-7.15,1.19,-1.71,80.37,1.47,Upgrade
Asset Turnover,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.12,0.10,0.12,0.13,Upgrade
Return on Equity (ROE),5.30%,6.20%,29.90%,-0.80%,8.30%,7.90%,8.00%,5.90%,4.30%,5.60%,16.80%,Upgrade
Return on Assets (ROA),2.60%,3.30%,16.50%,-0.40%,4.70%,4.60%,5.10%,3.50%,2.30%,3.80%,11.20%,Upgrade
Return on Capital (ROIC),3.50%,3.80%,13.10%,1.30%,5.20%,4.60%,5.10%,3.70%,2.60%,4.10%,10.70%,Upgrade
Earnings Yield,4.91%,6.84%,21.75%,-0.81%,6.72%,7.06%,6.92%,5.99%,4.94%,6.10%,17.57%,Upgrade
FCF Yield,-36.10%,-26.23%,-3.63%,-19.94%,3.13%,-6.74%,-5.25%,31.63%,-43.35%,0.26%,17.53%,Upgrade
Dividend Yield,9.12%,9.38%,6.69%,10.88%,8.31%,8.62%,8.63%,10.27%,10.30%,9.58%,9.62%,Upgrade
Payout Ratio,175.00%,137.10%,30.70%,-1350.00%,123.50%,121.70%,125.40%,171.40%,210.00%,158.50%,54.90%,Upgrade
Buyback Yield / Dilution,-6.70%,-3.36%,-7.07%,-6.05%,-7.99%,-6.31%,-9.89%,-10.13%,-0.32%,-,0.05%,Upgrade
Total Shareholder Return,2.41%,6.02%,-0.38%,4.83%,0.32%,2.31%,-1.26%,0.14%,9.98%,9.58%,9.67%,Upgrade
