Year,Current,2022,2021
Market Capitalization,302,295,250
Market Cap Growth,-,17.87%,-
Enterprise Value,302,295,249
PE Ratio,30.03,17.36,25.42
PB Ratio,-30.76,-34.06,-11.18
P/FCF Ratio,-449.48,-170.86,-2730.05
P/OCF Ratio,-449.48,-170.86,-2730.05
EV/EBITDA Ratio,28.93,17.37,25.32
EV/EBIT Ratio,28.93,17.37,25.32
EV/FCF Ratio,-449.56,-170.91,-2719.78
Debt / Equity Ratio,-0.01,-0.01,-
Debt / EBITDA Ratio,0.00,0.00,-
Debt / FCF Ratio,-0.08,-0.05,-
Current Ratio,9.62,31.78,5.92
Return on Equity (ROE),-100.20%,-147.20%,-
Return on Assets (ROA),4.40%,7.20%,-
Return on Capital (ROIC),4.40%,7.20%,-
Earnings Yield,3.46%,5.76%,3.93%
FCF Yield,-0.22%,-0.59%,-0.04%
Buyback Yield / Dilution,-348.61%,-,
Total Shareholder Return,-348.61%,-,
