Year,Current,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2003
Market Capitalization,"2,501","2,614","2,940","3,090","2,740","2,450","4,142","3,323","3,550","3,531","3,928",Upgrade
Market Cap Growth,-,-11.08%,-4.85%,12.75%,11.84%,-40.85%,24.63%,-6.38%,0.53%,-10.09%,85.44%,Upgrade
Enterprise Value,"5,950","5,852","6,209","6,028","5,871","5,773","7,357","6,878","6,889","6,423","6,893",Upgrade
PE Ratio,8.66,6.59,6.67,10.24,6.69,-7.78,23.59,9.28,13.11,68.70,8.22,Upgrade
PS Ratio,0.65,0.73,0.71,0.81,0.68,0.57,0.96,0.83,0.93,0.85,0.88,Upgrade
PB Ratio,1.19,1.48,0.56,0.56,0.59,0.73,0.85,0.74,0.86,0.75,0.79,Upgrade
P/FCF Ratio,4.66,5.28,4.91,4.20,3.93,7.71,6.54,4.28,4.75,28.99,5.45,Upgrade
P/OCF Ratio,4.66,5.28,4.91,4.20,3.93,7.71,6.54,4.28,4.75,28.99,5.45,Upgrade
EV/Sales Ratio,1.59,1.64,1.51,1.58,1.46,1.34,1.71,1.73,1.81,1.55,1.54,Upgrade
EV/EBITDA Ratio,11.12,8.94,9.36,13.30,13.77,-50.20,12.18,14.65,14.89,23.97,16.81,Upgrade
EV/EBIT Ratio,11.12,8.94,9.36,13.30,13.77,-50.20,12.18,14.65,14.89,23.97,16.81,Upgrade
EV/FCF Ratio,11.42,11.81,10.38,8.20,8.43,18.17,11.62,8.87,9.21,52.73,9.57,Upgrade
Debt / Equity Ratio,1.99,2.20,0.76,0.72,0.81,1.18,0.82,0.94,1.00,0.76,0.76,Upgrade
Debt / EBITDA Ratio,7.56,5.93,6.03,8.67,8.88,-34.61,6.57,8.99,8.94,13.33,9.19,Upgrade
Debt / FCF Ratio,7.76,7.84,6.69,5.34,5.43,12.52,6.27,5.44,5.53,29.32,5.23,Upgrade
Asset Turnover,0.11,0.11,0.12,0.11,0.12,0.13,0.13,0.13,0.12,0.13,0.13,Upgrade
Return on Equity (ROE),15.50%,17.70%,8.50%,6.30%,9.50%,-7.80%,3.70%,8.10%,6.20%,1.10%,9.90%,Upgrade
Return on Assets (ROA),0.80%,1.20%,1.20%,0.90%,1.20%,-1.00%,0.50%,1.10%,0.90%,0.20%,1.40%,Upgrade
Return on Capital (ROIC),1.50%,1.80%,1.70%,1.20%,1.20%,-0.30%,1.70%,1.30%,1.30%,0.70%,1.10%,Upgrade
Earnings Yield,11.68%,15.18%,15.00%,9.77%,14.94%,-12.86%,4.24%,10.78%,7.63%,1.46%,12.17%,Upgrade
FCF Yield,21.45%,18.95%,20.35%,23.81%,25.43%,12.97%,15.29%,23.34%,21.06%,3.45%,18.34%,Upgrade
Dividend Yield,2.57%,2.48%,2.27%,2.18%,2.47%,3.31%,1.45%,1.66%,1.48%,1.48%,0.65%,Upgrade
Payout Ratio,22.60%,16.00%,14.90%,22.20%,16.40%,-25.80%,34.00%,15.30%,19.30%,100.00%,5.10%,Upgrade
Buyback Yield / Dilution,5.34%,10.23%,8.41%,8.90%,5.02%,3.88%,3.47%,8.63%,10.33%,6.47%,17.31%,Upgrade
Total Shareholder Return,7.99%,12.70%,10.68%,11.08%,7.49%,7.19%,4.92%,10.29%,11.82%,7.95%,17.97%,Upgrade
