Year,Current,2022,2021
Market Capitalization,220,224,221
Market Cap Growth,-,1.43%,-
Enterprise Value,220,224,220
PE Ratio,39.92,29.07,31.06
PB Ratio,-30.91,-30.91,-17.28
P/FCF Ratio,-216.43,-216.43,-216.94
P/OCF Ratio,-216.43,-216.43,-216.94
EV/EBITDA Ratio,26.72,27.22,30.94
EV/EBIT Ratio,26.72,27.22,30.94
EV/FCF Ratio,-216.06,-216.06,-216.11
Debt / Equity Ratio,-0.13,-0.13,-
Debt / EBITDA Ratio,0.12,0.12,-
Debt / FCF Ratio,-0.93,-0.93,-
Current Ratio,0.14,0.14,4.60
Return on Equity (ROE),-89.60%,-89.60%,-106.70%
Return on Assets (ROA),5.40%,5.40%,7.70%
Return on Capital (ROIC),5.90%,5.90%,7.80%
Earnings Yield,3.51%,3.44%,3.22%
FCF Yield,-0.47%,-0.46%,-0.46%
Buyback Yield / Dilution,-63.76%,-63.76%,-
Total Shareholder Return,-63.76%,-63.76%,-
